dataset,backend,variant,case_id,delta_variant_minus_full_eV,variant_energy_eV,full_energy_eV
OCD24,Gemini 2.5 Pro,no_slip,005,0.0,-10.643351554870605,-10.643351554870605
OCD24,Gemini 2.5 Pro,no_slip,006,-6.103515625e-05,-7.403942108154297,-7.403881072998047
OCD24,Gemini 2.5 Pro,no_slip,007,0.0,-10.732337951660156,-10.732337951660156
OCD24,Gemini 2.5 Pro,no_slip,008,0.0,-4.346961975097656,-4.346961975097656
OCD24,Gemini 2.5 Pro,no_slip,009,0.0,-7.9674224853515625,-7.9674224853515625
OCD24,Gemini 2.5 Pro,no_slip,010,6.103515625e-05,-7.707033157348633,-7.707094192504883
OCD24,Gemini 2.5 Pro,no_slip,011,-0.594573974609375,-4.162750244140625,-3.56817626953125
OCD24,Gemini 2.5 Pro,no_slip,012,0.05250358581542969,-2.6935501098632812,-2.746053695678711
OCD24,Gemini 2.5 Pro,no_slip,013,0.0,-10.361473083496094,-10.361473083496094
OCD24,Gemini 2.5 Pro,no_slip,014,0.0,-5.222894668579102,-5.222894668579102
OCD24,Gemini 2.5 Pro,no_slip,015,-0.1558666229248047,-1.5704517364501953,-1.4145851135253906
OCD24,Gemini 2.5 Pro,no_slip,016,0.0,-12.998695373535156,-12.998695373535156
OCD24,Gemini 2.5 Pro,no_slip,017,0.0,-5.363460540771484,-5.363460540771484
OCD24,Gemini 2.5 Pro,no_slip,018,-0.128814697265625,-7.120536804199219,-6.991722106933594
OCD24,Gemini 2.5 Pro,no_slip,019,0.0,-3.5041396617889404,-3.5041396617889404
OCD24,Gemini 2.5 Pro,no_slip,020,-0.05495452880859375,-6.2312164306640625,-6.176261901855469
OCD24,Gemini 2.5 Pro,no_slip,021,0.0,-3.6048831939697266,-3.6048831939697266
OCD24,Gemini 2.5 Pro,no_slip,022,7.62939453125e-06,-3.3845176696777344,-3.3845252990722656
OCD24,Gemini 2.5 Pro,no_slip,023,0.29351806640625,-14.256022453308105,-14.549540519714355
OCD24,Gemini 2.5 Pro,no_slip,024,0.0,-3.715871810913086,-3.715871810913086
OCD24,Gemini 2.5 Pro,no_forbid,001,0.0,-4.980229139328003,-4.980229139328003
OCD24,Gemini 2.5 Pro,no_forbid,002,0.0,-7.2280120849609375,-7.2280120849609375
OCD24,Gemini 2.5 Pro,no_forbid,003,0.0,-11.654779434204102,-11.654779434204102
OCD24,Gemini 2.5 Pro,no_forbid,004,0.0,-10.13772201538086,-10.13772201538086
OCD24,Gemini 2.5 Pro,no_forbid,005,0.0,-10.643351554870605,-10.643351554870605
OCD24,Gemini 2.5 Pro,no_forbid,006,0.0,-7.403881072998047,-7.403881072998047
OCD24,Gemini 2.5 Pro,no_forbid,007,0.0,-10.732337951660156,-10.732337951660156
OCD24,Gemini 2.5 Pro,no_forbid,008,0.0,-4.346961975097656,-4.346961975097656
OCD24,Gemini 2.5 Pro,no_forbid,009,0.086517333984375,-7.8809051513671875,-7.9674224853515625
OCD24,Gemini 2.5 Pro,no_forbid,010,6.103515625e-05,-7.707033157348633,-7.707094192504883
OCD24,Gemini 2.5 Pro,no_forbid,011,0.211639404296875,-3.356536865234375,-3.56817626953125
OCD24,Gemini 2.5 Pro,no_forbid,012,0.0,-2.746053695678711,-2.746053695678711
OCD24,Gemini 2.5 Pro,no_forbid,013,0.0,-10.361473083496094,-10.361473083496094
OCD24,Gemini 2.5 Pro,no_forbid,014,1.52587890625e-05,-5.222879409790039,-5.222894668579102
OCD24,Gemini 2.5 Pro,no_forbid,015,-0.1558666229248047,-1.5704517364501953,-1.4145851135253906
OCD24,Gemini 2.5 Pro,no_forbid,016,-3.0517578125e-05,-12.998725891113281,-12.998695373535156
OCD24,Gemini 2.5 Pro,no_forbid,017,0.0,-5.363460540771484,-5.363460540771484
OCD24,Gemini 2.5 Pro,no_forbid,018,0.0,-6.991722106933594,-6.991722106933594
OCD24,Gemini 2.5 Pro,no_forbid,019,0.16607666015625,-3.3380630016326904,-3.5041396617889404
OCD24,Gemini 2.5 Pro,no_forbid,020,0.0,-6.176261901855469,-6.176261901855469
OCD24,Gemini 2.5 Pro,no_forbid,021,0.09441184997558594,-3.5104713439941406,-3.6048831939697266
OCD24,Gemini 2.5 Pro,no_forbid,022,7.62939453125e-06,-3.3845176696777344,-3.3845252990722656
OCD24,Gemini 2.5 Pro,no_forbid,023,0.0,-14.549540519714355,-14.549540519714355
OCD24,Gemini 2.5 Pro,no_forbid,024,0.0,-3.715871810913086,-3.715871810913086
OCD24,Gemini 2.5 Pro,no_termination,001,0.237060546875,-4.743168592453003,-4.980229139328003
OCD24,Gemini 2.5 Pro,no_termination,002,0.0,-7.2280120849609375,-7.2280120849609375
OCD24,Gemini 2.5 Pro,no_termination,003,0.0,-11.654779434204102,-11.654779434204102
OCD24,Gemini 2.5 Pro,no_termination,004,0.0,-10.13772201538086,-10.13772201538086
OCD24,Gemini 2.5 Pro,no_termination,005,0.03643798828125,-10.606913566589355,-10.643351554870605
OCD24,Gemini 2.5 Pro,no_termination,006,0.0,-7.403881072998047,-7.403881072998047
OCD24,Gemini 2.5 Pro,no_termination,007,0.01873779296875,-10.713600158691406,-10.732337951660156
OCD24,Gemini 2.5 Pro,no_termination,008,0.0,-4.346961975097656,-4.346961975097656
OCD24,Gemini 2.5 Pro,no_termination,009,0.0,-7.9674224853515625,-7.9674224853515625
OCD24,Gemini 2.5 Pro,no_termination,010,6.103515625e-05,-7.707033157348633,-7.707094192504883
OCD24,Gemini 2.5 Pro,no_termination,011,0.211639404296875,-3.356536865234375,-3.56817626953125
OCD24,Gemini 2.5 Pro,no_termination,012,0.0,-2.746053695678711,-2.746053695678711
OCD24,Gemini 2.5 Pro,no_termination,013,0.0,-10.361473083496094,-10.361473083496094
OCD24,Gemini 2.5 Pro,no_termination,014,1.52587890625e-05,-5.222879409790039,-5.222894668579102
OCD24,Gemini 2.5 Pro,no_termination,015,0.0,-1.4145851135253906,-1.4145851135253906
OCD24,Gemini 2.5 Pro,no_termination,016,0.0,-12.998695373535156,-12.998695373535156
OCD24,Gemini 2.5 Pro,no_termination,017,0.0008563995361328125,-5.362604141235352,-5.363460540771484
OCD24,Gemini 2.5 Pro,no_termination,018,0.0,-6.991722106933594,-6.991722106933594
OCD24,Gemini 2.5 Pro,no_termination,019,0.16607666015625,-3.3380630016326904,-3.5041396617889404
OCD24,Gemini 2.5 Pro,no_termination,020,-0.00023651123046875,-6.1764984130859375,-6.176261901855469
OCD24,Gemini 2.5 Pro,no_termination,021,0.0030422210693359375,-3.6018409729003906,-3.6048831939697266
OCD24,Gemini 2.5 Pro,no_termination,022,7.62939453125e-06,-3.3845176696777344,-3.3845252990722656
OCD24,Gemini 2.5 Pro,no_termination,023,0.0,-14.549540519714355,-14.549540519714355
OCD24,Gemini 2.5 Pro,no_termination,024,0.0,-3.715871810913086,-3.715871810913086
OCD24,Gemini 2.5 Pro,single_shot,001,0.237030029296875,-4.743199110031128,-4.980229139328003
OCD24,Gemini 2.5 Pro,single_shot,003,0.0,-11.654779434204102,-11.654779434204102
OCD24,Gemini 2.5 Pro,single_shot,004,1.324615478515625,-8.813106536865234,-10.13772201538086
OCD24,Gemini 2.5 Pro,single_shot,005,0.0,-10.643351554870605,-10.643351554870605
OCD24,Gemini 2.5 Pro,single_shot,006,0.0,-7.403881072998047,-7.403881072998047
OCD24,Gemini 2.5 Pro,single_shot,007,0.0213623046875,-10.710975646972656,-10.732337951660156
OCD24,Gemini 2.5 Pro,single_shot,008,0.0,-4.346961975097656,-4.346961975097656
OCD24,Gemini 2.5 Pro,single_shot,010,0.0,-7.707094192504883,-7.707094192504883
OCD24,Gemini 2.5 Pro,single_shot,012,0.3861846923828125,-2.3598690032958984,-2.746053695678711
OCD24,Gemini 2.5 Pro,single_shot,013,1.2840576171875,-9.077415466308594,-10.361473083496094
OCD24,Gemini 2.5 Pro,single_shot,014,0.01502227783203125,-5.20787239074707,-5.222894668579102
OCD24,Gemini 2.5 Pro,single_shot,015,0.06311416625976562,-1.351470947265625,-1.4145851135253906
OCD24,Gemini 2.5 Pro,single_shot,016,0.0777587890625,-12.920936584472656,-12.998695373535156
OCD24,Gemini 2.5 Pro,single_shot,017,0.0008258819580078125,-5.362634658813477,-5.363460540771484
OCD24,Gemini 2.5 Pro,single_shot,018,0.0,-6.991722106933594,-6.991722106933594
OCD24,Gemini 2.5 Pro,single_shot,019,0.201873779296875,-3.3022658824920654,-3.5041396617889404
OCD24,Gemini 2.5 Pro,single_shot,020,0.0,-6.176261901855469,-6.176261901855469
OCD24,Gemini 2.5 Pro,single_shot,021,0.163421630859375,-3.4414615631103516,-3.6048831939697266
OCD24,Gemini 2.5 Pro,single_shot,023,0.985107421875,-13.564433097839355,-14.549540519714355
OCD24,Gemini 2.5 Pro,single_shot,024,0.33936500549316406,-3.376506805419922,-3.715871810913086
OCD24,GPT-5.4,no_slip,001,0.001434326171875,-4.741734266281128,-4.743168592453003
OCD24,GPT-5.4,no_slip,002,0.0,-7.2280120849609375,-7.2280120849609375
OCD24,GPT-5.4,no_slip,003,0.01483154296875,-11.654779434204102,-11.669610977172852
OCD24,GPT-5.4,no_slip,004,6.103515625e-05,-11.384395599365234,-11.384456634521484
OCD24,GPT-5.4,no_slip,005,0.0,-10.643351554870605,-10.643351554870605
OCD24,GPT-5.4,no_slip,006,0.0,-7.403881072998047,-7.403881072998047
OCD24,GPT-5.4,no_slip,007,0.0025634765625,-10.710975646972656,-10.713539123535156
OCD24,GPT-5.4,no_slip,008,0.0,-4.346961975097656,-4.346961975097656
OCD24,GPT-5.4,no_slip,009,2.1785354614257812,-6.6915435791015625,-8.870079040527344
OCD24,GPT-5.4,no_slip,010,6.103515625e-05,-7.707033157348633,-7.707094192504883
OCD24,GPT-5.4,no_slip,011,-6.103515625e-05,-4.284698486328125,-4.284637451171875
OCD24,GPT-5.4,no_slip,012,0.07526969909667969,-2.6933975219726562,-2.768667221069336
OCD24,GPT-5.4,no_slip,013,0.1034088134765625,-10.258064270019531,-10.361473083496094
OCD24,GPT-5.4,no_slip,014,0.01499176025390625,-5.207887649536133,-5.222879409790039
OCD24,GPT-5.4,no_slip,015,0.012969970703125,-1.5380783081054688,-1.5510482788085938
OCD24,GPT-5.4,no_slip,016,3.0517578125e-05,-12.998695373535156,-12.998725891113281
OCD24,GPT-5.4,no_slip,017,-0.0008563995361328125,-5.363460540771484,-5.362604141235352
OCD24,GPT-5.4,no_slip,018,0.0,-6.991722106933594,-6.991722106933594
OCD24,GPT-5.4,no_slip,019,0.16607666015625,-3.3380630016326904,-3.5041396617889404
OCD24,GPT-5.4,no_slip,020,0.0108642578125,-6.2310943603515625,-6.2419586181640625
OCD24,GPT-5.4,no_slip,021,0.09444236755371094,-3.5104408264160156,-3.6048831939697266
OCD24,GPT-5.4,no_slip,022,-0.038909912109375,-3.3845176696777344,-3.3456077575683594
OCD24,GPT-5.4,no_slip,023,0.0,-14.549540519714355,-14.549540519714355
OCD24,GPT-5.4,no_slip,024,0.0,-3.715871810913086,-3.715871810913086
OCD24,GPT-5.4,no_forbid,001,0.0,-4.743168592453003,-4.743168592453003
OCD24,GPT-5.4,no_forbid,002,0.0,-7.2280120849609375,-7.2280120849609375
OCD24,GPT-5.4,no_forbid,003,0.01483154296875,-11.654779434204102,-11.669610977172852
OCD24,GPT-5.4,no_forbid,004,0.9879150390625,-10.396541595458984,-11.384456634521484
OCD24,GPT-5.4,no_forbid,005,0.0,-10.643351554870605,-10.643351554870605
OCD24,GPT-5.4,no_forbid,006,0.0,-7.403881072998047,-7.403881072998047
OCD24,GPT-5.4,no_forbid,007,0.0,-10.713539123535156,-10.713539123535156
OCD24,GPT-5.4,no_forbid,008,0.0,-4.346961975097656,-4.346961975097656
OCD24,GPT-5.4,no_forbid,009,1.2498855590820312,-7.6201934814453125,-8.870079040527344
OCD24,GPT-5.4,no_forbid,010,0.0,-7.707094192504883,-7.707094192504883
OCD24,GPT-5.4,no_forbid,011,6.103515625e-05,-4.284576416015625,-4.284637451171875
OCD24,GPT-5.4,no_forbid,012,0.022613525390625,-2.746053695678711,-2.768667221069336
OCD24,GPT-5.4,no_forbid,013,0.0,-10.361473083496094,-10.361473083496094
OCD24,GPT-5.4,no_forbid,014,1.52587890625e-05,-5.222864151000977,-5.222879409790039
OCD24,GPT-5.4,no_forbid,015,0.195587158203125,-1.3554611206054688,-1.5510482788085938
OCD24,GPT-5.4,no_forbid,016,3.0517578125e-05,-12.998695373535156,-12.998725891113281
OCD24,GPT-5.4,no_forbid,017,-0.0008563995361328125,-5.363460540771484,-5.362604141235352
OCD24,GPT-5.4,no_forbid,018,0.0,-6.991722106933594,-6.991722106933594
OCD24,GPT-5.4,no_forbid,019,0.0,-3.5041396617889404,-3.5041396617889404
OCD24,GPT-5.4,no_forbid,020,0.06569671630859375,-6.176261901855469,-6.2419586181640625
OCD24,GPT-5.4,no_forbid,021,0.09444236755371094,-3.5104408264160156,-3.6048831939697266
OCD24,GPT-5.4,no_forbid,022,7.62939453125e-06,-3.345600128173828,-3.3456077575683594
OCD24,GPT-5.4,no_forbid,023,0.0,-14.549540519714355,-14.549540519714355
OCD24,GPT-5.4,no_forbid,024,0.0,-3.715871810913086,-3.715871810913086
OCD24,GPT-5.4,no_termination,001,0.0,-4.743168592453003,-4.743168592453003
OCD24,GPT-5.4,no_termination,002,0.0,-7.2280120849609375,-7.2280120849609375
OCD24,GPT-5.4,no_termination,003,0.01483154296875,-11.654779434204102,-11.669610977172852
OCD24,GPT-5.4,no_termination,004,6.103515625e-05,-11.384395599365234,-11.384456634521484
OCD24,GPT-5.4,no_termination,005,0.0,-10.643351554870605,-10.643351554870605
OCD24,GPT-5.4,no_termination,006,0.0,-7.403881072998047,-7.403881072998047
OCD24,GPT-5.4,no_termination,007,0.0025634765625,-10.710975646972656,-10.713539123535156
OCD24,GPT-5.4,no_termination,009,0.46148681640625,-8.408592224121094,-8.870079040527344
OCD24,GPT-5.4,no_termination,010,0.0,-7.707094192504883,-7.707094192504883
OCD24,GPT-5.4,no_termination,011,6.103515625e-05,-4.284576416015625,-4.284637451171875
OCD24,GPT-5.4,no_termination,012,0.07511711120605469,-2.6935501098632812,-2.768667221069336
OCD24,GPT-5.4,no_termination,013,6.103515625e-05,-10.361412048339844,-10.361473083496094
OCD24,GPT-5.4,no_termination,014,3.0517578125e-05,-5.222848892211914,-5.222879409790039
OCD24,GPT-5.4,no_termination,015,-0.00750732421875,-1.5585556030273438,-1.5510482788085938
OCD24,GPT-5.4,no_termination,016,3.0517578125e-05,-12.998695373535156,-12.998725891113281
OCD24,GPT-5.4,no_termination,017,0.0,-5.362604141235352,-5.362604141235352
OCD24,GPT-5.4,no_termination,018,0.0,-6.991722106933594,-6.991722106933594
OCD24,GPT-5.4,no_termination,019,0.0,-3.5041396617889404,-3.5041396617889404
OCD24,GPT-5.4,no_termination,020,0.0108642578125,-6.2310943603515625,-6.2419586181640625
OCD24,GPT-5.4,no_termination,021,0.0,-3.6048831939697266,-3.6048831939697266
OCD24,GPT-5.4,no_termination,022,0.0,-3.3456077575683594,-3.3456077575683594
OCD24,GPT-5.4,no_termination,023,0.0,-14.549540519714355,-14.549540519714355
OCD24,GPT-5.4,no_termination,024,0.0,-3.715871810913086,-3.715871810913086
OCD24,GPT-5.4,single_shot,001,0.0,-4.743168592453003,-4.743168592453003
OCD24,GPT-5.4,single_shot,003,0.01165771484375,-11.657953262329102,-11.669610977172852
OCD24,GPT-5.4,single_shot,004,2.57135009765625,-8.813106536865234,-11.384456634521484
OCD24,GPT-5.4,single_shot,005,0.63226318359375,-10.011088371276855,-10.643351554870605
OCD24,GPT-5.4,single_shot,006,0.0,-7.403881072998047,-7.403881072998047
OCD24,GPT-5.4,single_shot,007,0.0025634765625,-10.710975646972656,-10.713539123535156
OCD24,GPT-5.4,single_shot,008,0.0,-4.346961975097656,-4.346961975097656
OCD24,GPT-5.4,single_shot,010,0.0,-7.707094192504883,-7.707094192504883
OCD24,GPT-5.4,single_shot,012,0.4956207275390625,-2.2730464935302734,-2.768667221069336
OCD24,GPT-5.4,single_shot,013,1.37335205078125,-8.988121032714844,-10.361473083496094
OCD24,GPT-5.4,single_shot,014,0.01499176025390625,-5.207887649536133,-5.222879409790039
OCD24,GPT-5.4,single_shot,015,-0.019372940063476562,-1.5704212188720703,-1.5510482788085938
OCD24,GPT-5.4,single_shot,016,0.077789306640625,-12.920936584472656,-12.998725891113281
OCD24,GPT-5.4,single_shot,018,0.0,-6.991722106933594,-6.991722106933594
OCD24,GPT-5.4,single_shot,019,0.0,-3.5041396617889404,-3.5041396617889404
OCD24,GPT-5.4,single_shot,020,0.06569671630859375,-6.176261901855469,-6.2419586181640625
OCD24,GPT-5.4,single_shot,021,0.163421630859375,-3.4414615631103516,-3.6048831939697266
OCD24,GPT-5.4,single_shot,023,0.29351806640625,-14.256022453308105,-14.549540519714355
OCD24,GPT-5.4,single_shot,024,0.33936500549316406,-3.376506805419922,-3.715871810913086
OCD24,Grok-4,no_slip,001,0.21588134765625,-4.743168592453003,-4.959049940109253
OCD24,Grok-4,no_slip,002,0.483642578125,-6.6301116943359375,-7.1137542724609375
OCD24,Grok-4,no_slip,003,0.0045166015625,-11.654779434204102,-11.659296035766602
OCD24,Grok-4,no_slip,004,0.0,-10.13772201538086,-10.13772201538086
OCD24,Grok-4,no_slip,005,-0.52520751953125,-10.643351554870605,-10.118144035339355
OCD24,Grok-4,no_slip,006,0.0,-7.403881072998047,-7.403881072998047
OCD24,Grok-4,no_slip,007,0.0001220703125,-10.710914611816406,-10.711036682128906
OCD24,Grok-4,no_slip,008,0.0,-4.346961975097656,-4.346961975097656
OCD24,Grok-4,no_slip,009,0.0,-8.395408630371094,-8.395408630371094
OCD24,Grok-4,no_slip,010,6.103515625e-05,-7.707033157348633,-7.707094192504883
OCD24,Grok-4,no_slip,011,-0.806243896484375,-4.16278076171875,-3.356536865234375
