dataset,backend,variant,case_id,source,status,best_energy_eV,iterations,class_,external_failure,natural_failure,invalid_energy
rep50-full,Gemini 2.5 Pro,full,006,original,success,-5.4511260986328125,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,007,original,success,-11.654657363891602,4,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,008,original,success,-4.546146392822266,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,009,original,success,-4.950687408447266,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,010,original,success,-10.075260162353516,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,011,original,success,-3.283937454223633,3,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,012,original,success,-9.670589447021484,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,013,original,success,-3.3845176696777344,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,014,original,success,-7.717494964599609,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,015,original,success,-10.606913566589355,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,016,original,success,-14.549540519714355,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,017,original,success,-8.466377258300781,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,018,original,success,-2.113170623779297,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,019,original,success,-3.493175506591797,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,020,original,success,-2.7165756225585938,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,021,original,success,-4.241493225097656,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,022,original,success,-7.176612854003906,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,023,original,success,-4.346961975097656,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,024,original,success,-3.288808822631836,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,025,original,success,-7.9674224853515625,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,026,original,success,-19.789199829101562,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,027,original,success,-7.707094192504883,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,028,original,success,-7.811891555786133,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,029,original,success,-2.722797393798828,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,030,original,success,-4.292024612426758,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,031,original,success,-7.338869094848633,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,032,original,success,-1.094757080078125,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,033,original,success,-3.01446533203125,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,034,original,success,-3.4393653869628906,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,035,original,success,-4.418584823608398,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,036,original,success,-0.16718101501464844,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,037,original,success,-10.361473083496094,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,038,original,success,-3.3852310180664062,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,039,original,success,-7.450052261352539,4,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,040,original,success,-5.74797248840332,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,041,original,success,-3.95587158203125,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,042,original,success,-2.2128028869628906,4,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,043,original,failed,,1,natural_failure,False,True,False
rep50-full,Gemini 2.5 Pro,full,044,original,success,-5.087837219238281,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,045,original,success,-2.8482284545898438,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,046,original,success,-8.322032928466797,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,047,original,success,-10.486995697021484,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,048,original,success,-2.903726577758789,2,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,049,original,success,-8.628105163574219,5,valid_success,False,False,False
rep50-full,Gemini 2.5 Pro,full,050,original,success,-11.695304870605469,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,001,original,success,-4.743168592453003,3,valid_success,False,False,False
rep50-full,GPT-5.4,full,002,original,success,-3.5041396617889404,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,003,original,success,-3.134526014328003,4,valid_success,False,False,False
rep50-full,GPT-5.4,full,004,original,success,-7.2280120849609375,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,005,original,success,-6.176261901855469,3,valid_success,False,False,False
rep50-full,GPT-5.4,full,006,original,success,-5.4748687744140625,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,007,original,success,-11.658075332641602,4,valid_success,False,False,False
rep50-full,GPT-5.4,full,008,original,success,-4.546131134033203,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,009,original,success,-4.700778961181641,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,010,original,success,-10.075138092041016,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,011,original,success,-3.283937454223633,2,valid_success,False,False,False
rep50-full,GPT-5.4,full,012,original,success,-9.668575286865234,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,013,original,success,-3.3845252990722656,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,014,original,success,-7.854701995849609,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,015,original,success,-10.643351554870605,4,valid_success,False,False,False
rep50-full,GPT-5.4,full,016,original,success,-14.549540519714355,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,017,original,success,-7.4804487228393555,3,valid_success,False,False,False
rep50-full,GPT-5.4,full,018,original,success,-2.113170623779297,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,019,original,success,-3.493144989013672,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,020,original,success,-2.7164840698242188,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,021,original,success,-4.417228698730469,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,022,original,success,-7.176612854003906,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,023,original,success,-4.346961975097656,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,024,original,success,-3.2887935638427734,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,025,original,success,-7.9674224853515625,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,026,original,success,-19.716903686523438,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,027,original,success,-7.707094192504883,3,valid_success,False,False,False
rep50-full,GPT-5.4,full,028,original,success,-7.268848419189453,2,valid_success,False,False,False
rep50-full,GPT-5.4,full,029,original,success,-2.721467971801758,3,valid_success,False,False,False
rep50-full,GPT-5.4,full,030,original,success,-4.292024612426758,3,valid_success,False,False,False
rep50-full,GPT-5.4,full,031,original,success,-7.339723587036133,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,032,original,success,-1.094757080078125,4,valid_success,False,False,False
rep50-full,GPT-5.4,full,033,original,success,-3.056640625,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,034,original,success,-3.6074676513671875,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,035,original,success,-4.418554306030273,2,valid_success,False,False,False
rep50-full,GPT-5.4,full,036,original,success,-0.16718101501464844,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,037,original,success,-10.361473083496094,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,038,original,success,-3.3192520141601562,4,valid_success,False,False,False
rep50-full,GPT-5.4,full,039,original,success,-7.434549331665039,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,040,original,success,-5.455301284790039,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,041,original,success,-4.019645690917969,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,042,original,success,-2.4862289428710938,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,043,original,failed,,1,natural_failure,False,True,False
rep50-full,GPT-5.4,full,044,original,success,-5.068367004394531,4,valid_success,False,False,False
rep50-full,GPT-5.4,full,045,original,success,-2.8482284545898438,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,046,original,success,-8.329936981201172,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,047,original,success,-10.486995697021484,4,valid_success,False,False,False
rep50-full,GPT-5.4,full,048,original,success,-2.903726577758789,4,valid_success,False,False,False
rep50-full,GPT-5.4,full,049,original,success,-8.249351501464844,5,valid_success,False,False,False
rep50-full,GPT-5.4,full,050,original,success,-11.695274353027344,5,valid_success,False,False,False
rep50-full,Grok-4,full,001,rerun,success,-4.743199110031128,3,valid_success,False,False,False
rep50-full,Grok-4,full,002,rerun,success,-3.5041396617889404,5,valid_success,False,False,False
rep50-full,Grok-4,full,003,rerun,success,-3.134526014328003,5,valid_success,False,False,False
rep50-full,Grok-4,full,004,rerun,success,-7.1137237548828125,5,valid_success,False,False,False
rep50-full,Grok-4,full,005,rerun,success,-6.2419891357421875,5,valid_success,False,False,False
rep50-full,Grok-4,full,006,rerun,success,-5.4748687744140625,5,valid_success,False,False,False
rep50-full,Grok-4,full,007,rerun,success,-11.657648086547852,4,valid_success,False,False,False
rep50-full,Grok-4,full,008,rerun,success,-4.546131134033203,5,valid_success,False,False,False
rep50-full,Grok-4,full,009,rerun,success,-5.017307281494141,5,valid_success,False,False,False
rep50-full,Grok-4,full,010,rerun,success,-10.076349258422852,5,valid_success,False,False,False
rep50-full,Grok-4,full,011,rerun,success,-3.283937454223633,4,valid_success,False,False,False
rep50-full,Grok-4,full,012,rerun,success,-9.356441497802734,5,valid_success,False,False,False
rep50-full,Grok-4,full,013,rerun,success,-3.3845176696777344,5,valid_success,False,False,False
rep50-full,Grok-4,full,014,rerun,success,-7.854732513427734,5,valid_success,False,False,False
rep50-full,Grok-4,full,015,rerun,success,-10.208537101745605,5,valid_success,False,False,False
rep50-full,Grok-4,full,016,rerun,success,-14.549540519714355,5,valid_success,False,False,False
rep50-full,Grok-4,full,017,rerun,success,-8.466468811035156,5,valid_success,False,False,False
rep50-full,Grok-4,full,018,rerun,success,-2.125509262084961,5,valid_success,False,False,False
rep50-full,Grok-4,full,019,rerun,success,-3.549367904663086,5,valid_success,False,False,False
rep50-full,Grok-4,full,020,rerun,success,-2.7166519165039062,5,valid_success,False,False,False
rep50-full,Grok-4,full,021,rerun,success,-4.248908996582031,5,valid_success,False,False,False
rep50-full,Grok-4,full,022,rerun,success,-7.159950256347656,5,valid_success,False,False,False
rep50-full,Grok-4,full,023,rerun,success,-4.346963882446289,5,valid_success,False,False,False
rep50-full,Grok-4,full,024,rerun,success,-3.2602787017822266,5,valid_success,False,False,False
rep50-full,Grok-4,full,025,rerun,success,-8.870079040527344,5,valid_success,False,False,False
rep50-full,Grok-4,full,026,rerun,success,-19.72858428955078,5,valid_success,False,False,False
rep50-full,Grok-4,full,027,rerun,success,-7.707094192504883,4,valid_success,False,False,False
rep50-full,Grok-4,full,028,rerun,success,-7.811830520629883,5,valid_success,False,False,False
rep50-full,Grok-4,full,029,rerun,success,-2.739093780517578,5,valid_success,False,False,False
rep50-full,Grok-4,full,030,rerun,success,-4.290790557861328,5,valid_success,False,False,False
rep50-full,Grok-4,full,031,rerun,success,-7.339235305786133,5,valid_success,False,False,False
rep50-full,Grok-4,full,032,rerun,success,-1.094757080078125,4,valid_success,False,False,False
rep50-full,Grok-4,full,033,rerun,success,-2.736175537109375,5,valid_success,False,False,False
rep50-full,Grok-4,full,034,rerun,success,-3.439350128173828,5,valid_success,False,False,False
rep50-full,Grok-4,full,035,rerun,success,-4.418552398681641,5,valid_success,False,False,False
rep50-full,Grok-4,full,036,rerun,success,-0.16717910766601562,5,valid_success,False,False,False
rep50-full,Grok-4,full,037,rerun,success,-10.360984802246094,5,valid_success,False,False,False
rep50-full,Grok-4,full,038,rerun,success,-3.3191909790039062,4,valid_success,False,False,False
rep50-full,Grok-4,full,039,targeted-full-recovery,success,-7.434551239013672,5,valid_success,False,False,False
rep50-full,Grok-4,full,040,targeted-full-recovery,success,-5.747974395751953,5,valid_success,False,False,False
rep50-full,Grok-4,full,041,targeted-full-recovery,success,-3.876556396484375,5,valid_success,False,False,False
rep50-full,Grok-4,full,042,targeted-full-recovery,success,-1.855987548828125,5,valid_success,False,False,False
rep50-full,Grok-4,full,043,targeted-full-recovery,failed,,4,natural_failure,False,True,False
rep50-full,Grok-4,full,044,targeted-full-recovery,success,-5.085487365722656,5,valid_success,False,False,False
rep50-full,Grok-4,full,045,targeted-full-recovery,success,-2.8500900268554688,5,valid_success,False,False,False
rep50-full,Grok-4,full,046,targeted-full-recovery,success,-8.322032928466797,5,valid_success,False,False,False
rep50-full,Grok-4,full,047,targeted-full-recovery,success,-10.486995697021484,5,valid_success,False,False,False
rep50-full,Grok-4,full,048,targeted-full-recovery,success,-2.9037342071533203,5,valid_success,False,False,False
rep50-full,Grok-4,full,049,targeted-full-recovery,success,-8.627861022949219,5,valid_success,False,False,False
rep50-full,Grok-4,full,050,targeted-full-recovery,success,-11.695274353027344,5,valid_success,False,False,False
