case_id,variant,backend_count,available_backend_count,success_backend_count,failed_backend_count,min_best_energy,max_best_energy,range_best_energy,mean_best_energy,median_best_energy,min_delta_vs_full,max_delta_vs_full,range_delta_vs_full,mean_delta_vs_full,median_delta_vs_full,success_backends,failed_backends,gemini_best_energy,gemini_delta_vs_full,gemini_success,grok_best_energy,grok_delta_vs_full,grok_success,gpt54_best_energy,gpt54_delta_vs_full,gpt54_success,claude_best_energy,claude_delta_vs_full,claude_success
013,no_termination,4,4,4,0,-10.361473083496094,-9.672615051269531,0.6888580322265625,-10.18924331665039,-10.361442565917969,-0.35302734375,6.103515625e-05,0.35308837890625,-0.0882415771484375,0.0,"gemini,grok,gpt54,claude",,-10.361473083496094,0.0,True,-10.361473083496094,0.0,True,-10.361412048339844,6.103515625e-05,True,-9.672615051269531,-0.35302734375,True
013,single_shot,4,4,4,0,-9.077659606933594,-8.988121032714844,0.08953857421875,-9.055152893066406,-9.077415466308594,0.2421722412109375,1.37335205078125,1.1311798095703125,1.0458488464355469,1.283935546875,"gemini,grok,gpt54,claude",,-9.077415466308594,1.2840576171875,True,-9.077659606933594,1.2838134765625,True,-8.988121032714844,1.37335205078125,True,-9.077415466308594,0.2421722412109375,True
015,full,4,4,4,0,-1.5510482788085938,-1.351470947265625,0.19957733154296875,-1.4171438217163086,-1.3830280303955078,0.0,0.0,0.0,0.0,0.0,"gemini,grok,gpt54,claude",,-1.4145851135253906,0.0,True,-1.351470947265625,0.0,True,-1.5510482788085938,0.0,True,-1.351470947265625,0.0,True
015,no_forbid,4,4,4,0,-1.5704517364501953,-1.351470947265625,0.2189807891845703,-1.4072136878967285,-1.3534660339355469,-0.1558666229248047,0.195587158203125,0.3514537811279297,0.009930133819580078,0.0,"gemini,grok,gpt54,claude",,-1.5704517364501953,-0.1558666229248047,True,-1.351470947265625,0.0,True,-1.3554611206054688,0.195587158203125,True,-1.351470947265625,0.0,True
015,no_slip,4,4,4,0,-1.5704517364501953,-1.5380783081054688,0.03237342834472656,-1.5623583793640137,-1.5704517364501953,-0.2189807891845703,0.012969970703125,0.2319507598876953,-0.14521455764770508,-0.1874237060546875,"gemini,grok,gpt54,claude",,-1.5704517364501953,-0.1558666229248047,True,-1.5704517364501953,-0.2189807891845703,True,-1.5380783081054688,0.012969970703125,True,-1.5704517364501953,-0.2189807891845703,True
015,no_termination,4,4,4,0,-1.5585556030273438,-1.351470947265625,0.20708465576171875,-1.4693498611450195,-1.4836864471435547,-0.20131683349609375,0.0,0.20131683349609375,-0.05220603942871094,-0.003753662109375,"gemini,grok,gpt54,claude",,-1.4145851135253906,0.0,True,-1.351470947265625,0.0,True,-1.5585556030273438,-0.00750732421875,True,-1.5527877807617188,-0.20131683349609375,True
015,single_shot,4,4,4,0,-1.5704212188720703,-1.351470947265625,0.2189502716064453,-1.4062085151672363,-1.351470947265625,-0.019372940063476562,0.06311416625976562,0.08248710632324219,0.010935306549072266,0.0,"gemini,grok,gpt54,claude",,-1.351470947265625,0.06311416625976562,True,-1.351470947265625,0.0,True,-1.5704212188720703,-0.019372940063476562,True,-1.351470947265625,0.0,True
016,full,4,4,4,0,-12.998725891113281,-12.998695373535156,3.0517578125e-05,-12.998703002929688,-12.998695373535156,0.0,0.0,0.0,0.0,0.0,"gemini,grok,gpt54,claude",,-12.998695373535156,0.0,True,-12.998695373535156,0.0,True,-12.998725891113281,0.0,True,-12.998695373535156,0.0,True
016,no_forbid,4,4,4,0,-12.998725891113281,-12.998695373535156,3.0517578125e-05,-12.998703002929688,-12.998695373535156,-3.0517578125e-05,3.0517578125e-05,6.103515625e-05,0.0,0.0,"gemini,grok,gpt54,claude",,-12.998725891113281,-3.0517578125e-05,True,-12.998695373535156,0.0,True,-12.998695373535156,3.0517578125e-05,True,-12.998695373535156,0.0,True
016,no_slip,4,4,4,0,-12.998695373535156,-12.998695373535156,0.0,-12.998695373535156,-12.998695373535156,0.0,3.0517578125e-05,3.0517578125e-05,7.62939453125e-06,0.0,"gemini,grok,gpt54,claude",,-12.998695373535156,0.0,True,-12.998695373535156,0.0,True,-12.998695373535156,3.0517578125e-05,True,-12.998695373535156,0.0,True
016,no_termination,4,4,4,0,-12.998695373535156,-12.998695373535156,0.0,-12.998695373535156,-12.998695373535156,0.0,3.0517578125e-05,3.0517578125e-05,7.62939453125e-06,0.0,"gemini,grok,gpt54,claude",,-12.998695373535156,0.0,True,-12.998695373535156,0.0,True,-12.998695373535156,3.0517578125e-05,True,-12.998695373535156,0.0,True
016,single_shot,4,4,4,0,-12.998695373535156,-12.913764953613281,0.084930419921875,-12.938583374023438,-12.920936584472656,0.0,0.084930419921875,0.084930419921875,0.06011962890625,0.0777740478515625,"gemini,grok,gpt54,claude",,-12.920936584472656,0.0777587890625,True,-12.998695373535156,0.0,True,-12.920936584472656,0.077789306640625,True,-12.913764953613281,0.084930419921875,True
019,full,4,4,4,0,-3.5041396617889404,-3.3380630016326904,0.16607666015625,-3.462620496749878,-3.5041396617889404,0.0,0.0,0.0,0.0,0.0,"gemini,grok,gpt54,claude",,-3.5041396617889404,0.0,True,-3.3380630016326904,0.0,True,-3.5041396617889404,0.0,True,-3.5041396617889404,0.0,True
019,no_forbid,4,4,4,0,-3.5041396617889404,-3.3380630016326904,0.16607666015625,-3.462620496749878,-3.5041396617889404,-0.16607666015625,0.16607666015625,0.3321533203125,0.0,0.0,"gemini,grok,gpt54,claude",,-3.3380630016326904,0.16607666015625,True,-3.5041396617889404,-0.16607666015625,True,-3.5041396617889404,0.0,True,-3.5041396617889404,0.0,True
019,no_slip,4,4,4,0,-3.5041396617889404,-3.3380630016326904,0.16607666015625,-3.4211013317108154,-3.4211013317108154,-0.16607666015625,0.16607666015625,0.3321533203125,0.0415191650390625,0.083038330078125,"gemini,grok,gpt54,claude",,-3.5041396617889404,0.0,True,-3.5041396617889404,-0.16607666015625,True,-3.3380630016326904,0.16607666015625,True,-3.3380630016326904,0.16607666015625,True
019,no_termination,4,4,4,0,-3.5041396617889404,-3.3380630016326904,0.16607666015625,-3.462620496749878,-3.5041396617889404,-0.16607666015625,0.16607666015625,0.3321533203125,0.0,0.0,"gemini,grok,gpt54,claude",,-3.3380630016326904,0.16607666015625,True,-3.5041396617889404,-0.16607666015625,True,-3.5041396617889404,0.0,True,-3.5041396617889404,0.0,True
019,single_shot,4,4,4,0,-3.5041396617889404,-3.2566726207733154,0.247467041015625,-3.350285291671753,-3.320164442062378,0.0,0.247467041015625,0.247467041015625,0.112335205078125,0.1009368896484375,"gemini,grok,gpt54,claude",,-3.3022658824920654,0.201873779296875,True,-3.3380630016326904,0.0,True,-3.5041396617889404,0.0,True,-3.2566726207733154,0.247467041015625,True
023,full,4,4,4,0,-14.549540519714355,-14.549540519714355,0.0,-14.549540519714355,-14.549540519714355,0.0,0.0,0.0,0.0,0.0,"gemini,grok,gpt54,claude",,-14.549540519714355,0.0,True,-14.549540519714355,0.0,True,-14.549540519714355,0.0,True,-14.549540519714355,0.0,True
023,no_forbid,4,4,4,0,-14.549540519714355,-14.549540519714355,0.0,-14.549540519714355,-14.549540519714355,0.0,0.0,0.0,0.0,0.0,"gemini,grok,gpt54,claude",,-14.549540519714355,0.0,True,-14.549540519714355,0.0,True,-14.549540519714355,0.0,True,-14.549540519714355,0.0,True
023,no_slip,4,4,4,0,-14.549540519714355,-14.256022453308105,0.29351806640625,-14.46522045135498,-14.52765941619873,0.0,0.29351806640625,0.29351806640625,0.084320068359375,0.021881103515625,"gemini,grok,gpt54,claude",,-14.256022453308105,0.29351806640625,True,-14.505778312683105,0.04376220703125,True,-14.549540519714355,0.0,True,-14.549540519714355,0.0,True
023,no_termination,4,4,4,0,-14.549540519714355,-14.549540519714355,0.0,-14.549540519714355,-14.549540519714355,0.0,0.0,0.0,0.0,0.0,"gemini,grok,gpt54,claude",,-14.549540519714355,0.0,True,-14.549540519714355,0.0,True,-14.549540519714355,0.0,True,-14.549540519714355,0.0,True
023,single_shot,4,4,4,0,-14.256022453308105,-13.564433097839355,0.69158935546875,-14.083125114440918,-14.256022453308105,0.29351806640625,0.985107421875,0.69158935546875,0.4664154052734375,0.29351806640625,"gemini,grok,gpt54,claude",,-13.564433097839355,0.985107421875,True,-14.256022453308105,0.29351806640625,True,-14.256022453308105,0.29351806640625,True,-14.256022453308105,0.29351806640625,True
024,full,4,4,4,0,-3.715871810913086,-3.417623519897461,0.298248291015625,-3.6413097381591797,-3.715871810913086,0.0,0.0,0.0,0.0,0.0,"gemini,grok,gpt54,claude",,-3.715871810913086,0.0,True,-3.715871810913086,0.0,True,-3.715871810913086,0.0,True,-3.417623519897461,0.0,True
024,no_forbid,4,4,4,0,-3.715871810913086,-3.715871810913086,0.0,-3.715871810913086,-3.715871810913086,-0.298248291015625,0.0,0.298248291015625,-0.07456207275390625,0.0,"gemini,grok,gpt54,claude",,-3.715871810913086,0.0,True,-3.715871810913086,0.0,True,-3.715871810913086,0.0,True,-3.715871810913086,-0.298248291015625,True
024,no_slip,4,4,4,0,-3.715871810913086,-3.421102523803711,0.294769287109375,-3.642179489135742,-3.715871810913086,-0.298248291015625,0.294769287109375,0.593017578125,-0.0008697509765625,0.0,"gemini,grok,gpt54,claude",,-3.715871810913086,0.0,True,-3.421102523803711,0.294769287109375,True,-3.715871810913086,0.0,True,-3.715871810913086,-0.298248291015625,True
024,no_termination,4,4,4,0,-3.715871810913086,-3.715871810913086,0.0,-3.715871810913086,-3.715871810913086,-0.298248291015625,0.0,0.298248291015625,-0.07456207275390625,0.0,"gemini,grok,gpt54,claude",,-3.715871810913086,0.0,True,-3.715871810913086,0.0,True,-3.715871810913086,0.0,True,-3.715871810913086,-0.298248291015625,True
024,single_shot,4,4,4,0,-3.376506805419922,-3.376506805419922,0.0,-3.376506805419922,-3.376506805419922,0.04111671447753906,0.33936500549316406,0.298248291015625,0.2648029327392578,0.33936500549316406,"gemini,grok,gpt54,claude",,-3.376506805419922,0.33936500549316406,True,-3.376506805419922,0.33936500549316406,True,-3.376506805419922,0.33936500549316406,True,-3.376506805419922,0.04111671447753906,True
