benchmark_id,case_id,surface,adsorbate,adsmind_1shot_energy,adsmind_1shot_energy_best4,adsmind_1shot_energy_mean4,adsmind_1shot_best4,adsmind_1shot_mean4,adsmind_1shot_relax,adsmind_1shot_success,adsmind_full_energy,adsmind_full_energy_best4,adsmind_full_energy_mean4,adsmind_full_best4,adsmind_full_mean4,adsmind_full_relax,adsmind_full_success,random_n20_energy,random_n20_relax,random_n20_success,heuristic_energy,heuristic_relax,heuristic_success,adsorbagent_energy,adsorbagent_relax,adsorbagent_success,adsmind_1shot_gpt54_mace_mp0_small_energy,adsmind_1shot_gpt54_mace_mp0_small_relax,adsmind_1shot_gpt54_mace_mp0_small_success,adsmind_1shot_claude_sonnet46_mace_mp0_small_energy,adsmind_1shot_claude_sonnet46_mace_mp0_small_relax,adsmind_1shot_claude_sonnet46_mace_mp0_small_success,adsmind_1shot_gemini25pro_mace_mp0_small_energy,adsmind_1shot_gemini25pro_mace_mp0_small_relax,adsmind_1shot_gemini25pro_mace_mp0_small_success,adsmind_1shot_grok4_mace_mp0_small_energy,adsmind_1shot_grok4_mace_mp0_small_relax,adsmind_1shot_grok4_mace_mp0_small_success,adsmind_1shot_success_any4,adsmind_1shot_success_all4,adsmind_full_gpt54_mace_mp0_small_energy,adsmind_full_gpt54_mace_mp0_small_relax,adsmind_full_gpt54_mace_mp0_small_success,adsmind_full_claude_sonnet46_mace_mp0_small_energy,adsmind_full_claude_sonnet46_mace_mp0_small_relax,adsmind_full_claude_sonnet46_mace_mp0_small_success,adsmind_full_gemini25pro_mace_mp0_small_energy,adsmind_full_gemini25pro_mace_mp0_small_relax,adsmind_full_gemini25pro_mace_mp0_small_success,adsmind_full_grok4_mace_mp0_small_energy,adsmind_full_grok4_mace_mp0_small_relax,adsmind_full_grok4_mace_mp0_small_success,adsmind_full_success_any4,adsmind_full_success_all4
105,011,Se48Sn48,CO,-4.392841339111328,-4.418554306030273,-4.392841339111328,-4.418554306030273,-4.392841339111328,1.0,1.0,-4.4185614585876465,-4.418584823608398,-4.4185614585876465,-4.418584823608398,-4.4185614585876465,4.25,1.0,-4.359199523925781,20.0,1.0,-4.586402893066406,99,1.0,,,,-4.418554306030273,1,True,-4.418554306030273,1,True,-4.367143630981445,1,True,-4.36711311340332,1,True,True,True,-4.418554306030273,2,True,-4.418554306030273,5,True,-4.418584823608398,5,True,-4.418552398681641,5,True,True,True
108,012,Ru60Ta20,[NH],-14.010737419128416,-14.256022453308104,-14.010737419128416,-14.256022453308104,-14.010737419128416,1.0,1.0,-14.549540519714355,-14.549540519714355,-14.549540519714355,-14.549540519714355,-14.549540519714355,5.0,1.0,-14.461986064910889,20.0,1.0,-14.596507549285889,100,1.0,,,,-14.256022453308104,1,True,-14.256022453308104,1,True,-14.256022453308104,1,True,-13.274882316589355,1,True,True,True,-14.549540519714355,5,True,-14.549540519714355,5,True,-14.549540519714355,5,True,-14.549540519714355,5,True,True,True
114,013,Ag24In12Sc12,CO,-2.316446304321289,-2.3598690032958984,-2.316446304321289,-2.3598690032958984,-2.316446304321289,1.0,1.0,-2.7583141326904297,-2.772481918334961,-2.7583141326904297,-2.772481918334961,-2.7583141326904297,4.5,1.0,-2.806480407714844,20.0,1.0,-3.3768081665039062,68,1.0,,,,-2.2730464935302734,1,True,-2.2730464935302734,1,True,-2.3598690032958984,1,True,-2.359823226928711,1,True,True,True,-2.768667221069336,5,True,-2.746053695678711,3,True,-2.746053695678711,5,True,-2.772481918334961,5,True,True,True
118,014,Ge36V60,[N]=N,-9.475414276123047,-10.13772201538086,-9.475414276123047,-10.13772201538086,-9.475414276123047,1.0,1.0,-10.761089324951172,-11.384456634521484,-10.761089324951172,-11.384456634521484,-10.761089324951172,4.5,1.0,-10.111722946166992,20.0,1.0,-11.974027633666992,115,1.0,,,,-8.813106536865234,1,True,-10.13772201538086,1,True,-8.813106536865234,1,True,-10.13772201538086,1,True,True,True,-11.384456634521484,5,True,-11.384456634521484,5,True,-10.13772201538086,5,True,-10.13772201538086,3,True,True,True
130,015,Ge16Mn48,C(=O)C,-1.094757080078125,-1.094757080078125,-1.094757080078125,-1.094757080078125,-1.094757080078125,1.0,0.5,-1.094757080078125,-1.094757080078125,-1.094757080078125,-1.094757080078125,-1.094757080078125,4.5,1.0,-1.3385505676269531,20.0,1.0,-1.2100715637207031,32,1.0,,,,,1,False,-1.094757080078125,1,True,-1.094757080078125,1,True,,1,False,True,False,-1.094757080078125,4,True,-1.094757080078125,5,True,-1.094757080078125,5,True,-1.094757080078125,4,True,True,True
181,016,Cu32Se64W16,C(C)O,-9.055244445800781,-9.077842712402344,-9.055244445800781,-9.077842712402344,-9.055244445800781,1.0,1.0,-10.080066680908203,-10.361473083496094,-10.080066680908203,-10.361473083496094,-10.080066680908203,5.0,1.0,-10.505699157714844,20.0,1.0,-12.335044860839844,101,1.0,,,,-8.988121032714844,1,True,-9.077842712402344,1,True,-9.077598571777344,1,True,-9.077415466308594,1,True,True,True,-10.361473083496094,5,True,-9.236335754394531,5,True,-10.361473083496094,5,True,-10.360984802246094,5,True,True,True
183,017,Pb24Y8,[N]=O,-2.3409156799316406,-2.7164993286132812,-2.3409156799316406,-2.7164993286132812,-2.3409156799316406,1.0,1.0,-2.7165451049804688,-2.7166519165039062,-2.7165451049804688,-2.7166519165039062,-2.7165451049804688,5.0,1.0,-2.1780786514282227,20.0,1.0,-2.718438148498535,42,1.0,,,,-1.2141952514648438,1,True,-2.7164840698242188,1,True,-2.7164840698242188,1,True,-2.7164993286132812,1,True,True,True,-2.7164840698242188,5,True,-2.716468811035156,5,True,-2.7165756225585938,5,True,-2.7166519165039062,5,True,True,True
192,018,Si8Ta16V24,[N]=N,-6.870800018310547,-6.870906829833984,-6.870800018310547,-6.870906829833984,-6.870800018310547,1.0,0.5,-7.749477386474609,-7.854732513427734,-7.749477386474609,-7.854732513427734,-7.749477386474609,5.0,1.0,-7.081113815307617,20.0,1.0,-8.463285446166992,57,1.0,,,,,1,False,,1,False,-6.870906829833984,1,True,-6.870693206787109,1,True,True,False,-7.854701995849609,5,True,-7.570980072021484,5,True,-7.717494964599609,5,True,-7.854732513427734,5,True,True,True
196,019,Ag96Ga32,[CH2][O],-1.8402752876281738,-1.85589599609375,-1.8402752876281738,-1.85589599609375,-1.8402752876281738,1.0,1.0,-2.204617500305176,-2.4862289428710938,-2.204617500305176,-2.4862289428710938,-2.204617500305176,4.75,1.0,-2.450094223022461,20.0,1.0,-2.479879379272461,85,1.0,,,,-1.818132400512695,1,True,-1.8311767578125,1,True,-1.85589599609375,1,True,-1.85589599609375,1,True,True,True,-2.4862289428710938,5,True,-2.2634506225585938,5,True,-2.21280288696289,4,True,-1.855987548828125,5,True,True,True
201,020,Cr36N48,[CH]=O,-7.318403720855713,-7.707094192504883,-7.318403720855713,-7.707094192504883,-7.318403720855713,1.0,1.0,-7.707094192504883,-7.707094192504883,-7.707094192504883,-7.707094192504883,-7.707094192504883,3.75,1.0,-7.568231582641602,20.0,1.0,-8.168512344360352,67,1.0,,,,-7.707033157348633,1,True,-7.707033157348633,1,True,-7.707094192504883,1,True,-6.152454376220703,1,True,True,True,-7.707094192504883,3,True,-7.707094192504883,3,True,-7.707094192504883,5,True,-7.707094192504883,4,True,True,True
208,021,Al20Au20Y20,[NH2],-4.129177570343018,-4.527713775634766,-4.129177570343018,-4.527713775634766,-4.129177570343018,1.0,1.0,-4.921520233154297,-5.017307281494141,-4.921520233154297,-5.017307281494141,-4.921520233154297,5.0,1.0,-4.7526092529296875,20.0,1.0,-5.3791656494140625,69,1.0,,,,-3.9963321685791016,1,True,-4.527713775634766,1,True,-3.9963321685791016,1,True,-3.9963321685791016,1,True,True,True,-4.700778961181641,5,True,-5.017307281494141,5,True,-4.950687408447266,5,True,-5.017307281494141,5,True,True,True
242,022,Fe20Mn20P20,[NH2],-3.422863483428955,-3.441492080688477,-3.422863483428955,-3.441492080688477,-3.422863483428955,1.0,1.0,-3.6041226387023926,-3.6048831939697266,-3.6041226387023926,-3.6048831939697266,-3.6041226387023926,5.0,1.0,-3.6168060302734375,20.0,1.0,-3.615188598632813,64,1.0,,,,-3.4414615631103516,1,True,-3.3670387268066406,1,True,-3.4414615631103516,1,True,-3.441492080688477,1,True,True,True,-3.6048831939697266,5,True,-3.60184097290039,5,True,-3.6048831939697266,5,True,-3.6048831939697266,5,True,True,True
252,023,Ag60Ga20,C(=O)C,-3.4162750244140625,-3.4162750244140625,-3.4162750244140625,-3.4162750244140625,-3.4162750244140625,1.0,1.0,-3.481410026550293,-3.607467651367187,-3.481410026550293,-3.607467651367187,-3.481410026550293,5.0,1.0,-3.737720489501953,20.0,1.0,-3.949756622314453,113,1.0,,,,-3.4162750244140625,1,True,-3.4162750244140625,1,True,-3.4162750244140625,1,True,-3.4162750244140625,1,True,True,True,-3.607467651367187,5,True,-3.4394569396972656,5,True,-3.43936538696289,5,True,-3.439350128173828,5,True,True,True
275,024,Cd20Y20,C[O],-5.207888126373291,-5.207904815673828,-5.207888126373291,-5.207904815673828,-5.207888126373291,1.0,1.0,-5.219147205352783,-5.222927093505859,-5.219147205352783,-5.222927093505859,-5.219147205352783,5.0,1.0,-5.920467376708984,20.0,1.0,-5.958217620849609,32,1.0,,,,-5.207887649536133,1,True,-5.207887649536133,1,True,-5.20787239074707,1,True,-5.207904815673828,1,True,True,True,-5.222879409790039,5,True,-5.207887649536133,5,True,-5.222894668579102,5,True,-5.222927093505859,5,True,True,True
294,025,Ga36Mn36,N,-3.5003466606140137,-3.549367904663086,-3.5003466606140137,-3.549367904663086,-3.5003466606140137,1.0,1.0,-3.507215976715088,-3.549367904663086,-3.507215976715088,-3.549367904663086,-3.507215976715088,4.75,1.0,-3.4626235961914062,20.0,1.0,-4.081794738769531,80,1.0,,,,-3.549367904663086,1,True,-3.493175506591797,1,True,-3.479421615600586,1,True,-3.479421615600586,1,True,True,True,-3.493144989013672,5,True,-3.493175506591797,4,True,-3.493175506591797,5,True,-3.549367904663086,5,True,True,True
335,026,As40Ti40,C[O],-7.24180793762207,-7.24180793762207,-7.24180793762207,-7.24180793762207,-7.24180793762207,1.0,1.0,-7.438425540924072,-7.450052261352539,-7.438425540924072,-7.450052261352539,-7.438425540924072,4.75,1.0,-8.154842376708984,20.0,1.0,-9.880184173583984,92,1.0,,,,-7.24180793762207,1,True,-7.24180793762207,1,True,-7.24180793762207,1,True,-7.24180793762207,1,True,True,True,-7.434549331665039,5,True,-7.434549331665039,5,True,-7.450052261352539,4,True,-7.434551239013672,5,True,True,True
338,027,Se72Ta36,N,-7.403881072998047,-7.403881072998047,-7.403881072998047,-7.403881072998047,-7.403881072998047,1.0,1.0,-7.403881072998047,-7.403881072998047,-7.403881072998047,-7.403881072998047,-7.403881072998047,4.5,1.0,-7.415046691894531,20.0,1.0,-7.784065246582031,126,1.0,,,,-7.403881072998047,1,True,-7.403881072998047,1,True,-7.403881072998047,1,True,-7.403881072998047,1,True,True,True,-7.403881072998047,5,True,-7.403881072998047,3,True,-7.403881072998047,5,True,-7.403881072998047,5,True,True,True
351,028,Ca24Pb24Pd24,[CH2][O],-2.7277730305989585,-2.727874755859375,-2.7277730305989585,-2.727874755859375,-2.7277730305989585,1.0,0.75,-3.976835250854492,-4.055267333984375,-3.976835250854492,-4.055267333984375,-3.976835250854492,5.0,1.0,-3.837545394897461,20.0,1.0,-4.077474594116211,62,1.0,,,,-2.727874755859375,1,True,-2.72772216796875,1,True,,1,False,-2.72772216796875,1,True,True,False,-4.019645690917969,5,True,-4.055267333984375,5,True,-3.95587158203125,5,True,-3.876556396484375,5,True,True,True
362,029,In18N18Ti36,O=N,,,,,,1.0,0.0,-8.171503067016602,-8.870079040527344,-8.171503067016602,-8.870079040527344,-8.171503067016602,4.5,1.0,-8.859566688537598,20.0,1.0,-10.718453407287598,73,1.0,,,,,1,False,,1,False,,1,False,,1,False,False,False,-7.967422485351563,5,True,-7.8810882568359375,3,True,-7.967422485351563,5,True,-8.870079040527344,5,True,True,True
384,030,Cd16Pd48,C([CH2])O,-4.8498687744140625,-5.087867736816406,-4.8498687744140625,-5.087867736816406,-4.8498687744140625,1.0,1.0,-5.0823822021484375,-5.087837219238281,-5.0823822021484375,-5.087837219238281,-5.0823822021484375,4.75,1.0,-4.6703948974609375,20.0,1.0,-4.7852020263671875,46,1.0,,,,-4.688911437988281,1,True,-5.087867736816406,1,True,-4.688911437988281,1,True,-4.933784484863281,1,True,True,True,-5.068367004394531,4,True,-5.087837219238281,5,True,-5.087837219238281,5,True,-5.085487365722656,5,True,True,True
439,031,Ca16Pb16Pd16,OH,-3.9559154510498047,-3.9895553588867183,-3.9559154510498047,-3.9895553588867183,-3.9559154510498047,1.0,1.0,-5.464447021484375,-5.4748687744140625,-5.464447021484375,-5.4748687744140625,-5.464447021484375,5.0,1.0,-5.473611831665039,20.0,1.0,-5.601511001586914,51,1.0,,,,-3.94049072265625,1,True,-3.9466781616210938,1,True,-3.9895553588867183,1,True,-3.946937561035156,1,True,True,True,-5.4748687744140625,5,True,-5.4569244384765625,5,True,-5.4511260986328125,5,True,-5.4748687744140625,5,True,True,True
479,032,Ni6Sc36Te12,OH,-6.902332305908203,-7.2280120849609375,-6.902332305908203,-7.2280120849609375,-6.902332305908203,1.0,0.5,-7.199440002441406,-7.2280120849609375,-7.199440002441406,-7.2280120849609375,-7.199440002441406,5.0,1.0,-7.663782119750977,20.0,1.0,-8.494989395141602,48,1.0,,,,,1,False,-7.2280120849609375,1,True,,1,False,-6.576652526855469,1,True,True,False,-7.2280120849609375,5,True,-7.2280120849609375,5,True,-7.2280120849609375,5,True,-7.1137237548828125,5,True,True,True
491,033,Ca24Zn48,[NH2],-4.444726943969727,-4.444726943969727,-4.444726943969727,-4.444726943969727,-4.444726943969727,1.0,0.25,-4.546134948730469,-4.546146392822266,-4.546134948730469,-4.546146392822266,-4.546134948730469,4.5,1.0,-5.0338592529296875,20.0,1.0,-4.9943389892578125,57,1.0,,,,-4.444726943969727,1,True,,1,False,,1,False,,1,False,True,False,-4.546131134033203,5,True,-4.546131134033203,3,True,-4.546146392822266,5,True,-4.546131134033203,5,True,True,True
502,034,Hf40Sb24Zn8,[CH2]C,-6.991722106933594,-6.991722106933594,-6.991722106933594,-6.991722106933594,-6.991722106933594,1.0,1.0,-6.991722106933594,-6.991722106933594,-6.991722106933594,-6.991722106933594,-6.991722106933594,5.0,1.0,-7.133533477783203,20.0,1.0,-7.753467559814453,76,1.0,,,,-6.991722106933594,1,True,-6.991722106933594,1,True,-6.991722106933594,1,True,-6.991722106933594,1,True,True,True,-6.991722106933594,5,True,-6.991722106933594,5,True,-6.991722106933594,5,True,-6.991722106933594,5,True,True,True
513,035,Pd24Zr24,OH,-6.157352447509766,-6.2310638427734375,-6.157352447509766,-6.2310638427734375,-6.157352447509766,1.0,1.0,-6.208026885986328,-6.2419891357421875,-6.208026885986328,-6.2419891357421875,-6.208026885986328,4.5,1.0,-6.230737686157227,20.0,1.0,-6.245630264282227,40,1.0,,,,-6.176261901855469,1,True,-6.176261901855469,1,True,-6.2310638427734375,1,True,-6.0458221435546875,1,True,True,True,-6.176261901855469,3,True,-6.2375946044921875,5,True,-6.176261901855469,5,True,-6.2419891357421875,5,True,True,True
530,036,Co32Y48,[NH],-9.8822340965271,-10.208537101745604,-9.8822340965271,-10.208537101745604,-9.8822340965271,1.0,1.0,-10.525538444519041,-10.643351554870604,-10.525538444519041,-10.643351554870604,-10.525538444519041,4.75,1.0,-10.645457744598389,20.0,1.0,-10.658641338348389,103,1.0,,,,-9.68157196044922,1,True,-10.208537101745604,1,True,-9.957316398620604,1,True,-9.681510925292969,1,True,True,True,-10.643351554870604,4,True,-10.643351554870604,5,True,-10.606913566589355,5,True,-10.208537101745604,5,True,True,True
547,037,Pd144Si32,C[O],-5.6748046875,-5.74797248840332,-5.6748046875,-5.74797248840332,-5.6748046875,1.0,1.0,-5.674805164337158,-5.747974395751953,-5.674805164337158,-5.747974395751953,-5.674805164337158,5.0,1.0,-6.254085540771484,20.0,1.0,-6.518795013427734,122,1.0,,,,-5.74797248840332,1,True,-5.74797248840332,1,True,-5.74797248840332,1,True,-5.455301284790039,1,True,True,True,-5.455301284790039,5,True,-5.74797248840332,5,True,-5.74797248840332,5,True,-5.747974395751953,5,True,True,True
552,038,Bi16Pd48,C(C)O,-3.294761657714844,-3.294761657714844,-3.294761657714844,-3.294761657714844,-3.294761657714844,1.0,0.75,-3.3357315063476562,-3.3852310180664062,-3.3357315063476562,-3.3852310180664062,-3.3357315063476562,4.5,1.0,-3.1307296752929688,20.0,1.0,-3.696464538574219,82,1.0,,,,-3.294761657714844,1,True,-3.294761657714844,1,True,,1,False,-3.294761657714844,1,True,True,False,-3.319252014160156,4,True,-3.319252014160156,5,True,-3.3852310180664062,5,True,-3.3191909790039062,4,True,True,True
573,039,Fe16Si24Zr24,[CH3],-5.3626143137613935,-5.362634658813477,-5.3626143137613935,-5.362634658813477,-5.3626143137613935,1.0,0.75,-5.363001823425293,-5.363460540771484,-5.363001823425293,-5.363460540771484,-5.363001823425293,5.0,1.0,-5.429111480712891,20.0,1.0,-5.709537506103516,61,1.0,,,,,1,False,-5.362604141235352,1,True,-5.362634658813477,1,True,-5.362604141235352,1,True,True,False,-5.362604141235352,5,True,-5.363338470458984,5,True,-5.363460540771484,5,True,-5.362604141235352,5,True,True,True
591,040,Sb20Ta60,[N]=N,-9.350292205810547,-9.35500717163086,-9.350292205810547,-9.35500717163086,-9.350292205810547,1.0,1.0,-9.591060638427734,-9.670589447021484,-9.591060638427734,-9.670589447021484,-9.591060638427734,5.0,1.0,-6.847990036010742,20.0,1.0,-10.143339157104492,89,1.0,,,,-9.35494613647461,1,True,-9.34560775756836,1,True,-9.34560775756836,1,True,-9.35500717163086,1,True,True,True,-9.668575286865234,5,True,-9.668636322021484,5,True,-9.670589447021484,5,True,-9.356441497802734,5,True,True,True
596,041,Cr18Pt18,H,-4.743183851242065,-4.743199110031128,-4.743183851242065,-4.743199110031128,-4.743183851242065,1.0,1.0,-4.861706495285034,-4.980229139328003,-4.861706495285034,-4.980229139328003,-4.861706495285034,4.0,1.0,-4.980808973312378,20.0,1.0,-4.979710340499878,29,1.0,,,,-4.743199110031128,1,True,-4.743168592453003,1,True,-4.743199110031128,1,True,-4.743168592453003,1,True,True,True,-4.743168592453003,3,True,-4.980229139328003,5,True,-4.980229139328003,5,True,-4.743199110031128,3,True,True,True
614,042,Na8Pb24,[NH2],-3.282930374145508,-3.282930374145508,-3.282930374145508,-3.282930374145508,-3.282930374145508,1.0,1.0,-3.283935546875,-3.283937454223633,-3.283935546875,-3.283937454223633,-3.283935546875,2.75,1.0,-3.2973785400390625,20.0,1.0,-3.283935546875,20,1.0,,,,-3.282930374145508,1,True,-3.282930374145508,1,True,-3.282930374145508,1,True,-3.282930374145508,1,True,True,True,-3.283937454223633,2,True,-3.2839298248291016,2,True,-3.283937454223633,3,True,-3.283937454223633,4,True,True,True
627,043,Co32Y96,[CH]=O,-7.5297346115112305,-7.790712356567383,-7.5297346115112305,-7.790712356567383,-7.5297346115112305,1.0,1.0,-7.540339469909668,-7.811891555786133,-7.540339469909668,-7.811891555786133,-7.540339469909668,3.75,1.0,-7.637689590454102,20.0,1.0,-8.814081192016602,92,1.0,,,,-7.790712356567383,1,True,-7.268787384033203,1,True,-7.790712356567383,1,True,-7.268726348876953,1,True,True,True,-7.268848419189453,2,True,-7.268787384033203,3,True,-7.811891555786133,5,True,-7.811830520629883,5,True,True,True
632,044,Al36Zr12,C(=O)C,-2.7376632690429688,-2.737701416015625,-2.7376632690429688,-2.737701416015625,-2.7376632690429688,1.0,1.0,-3.0076980590820312,-3.2235107421875,-3.0076980590820312,-3.2235107421875,-3.0076980590820312,5.0,1.0,-3.207630157470703,20.0,1.0,-3.307544708251953,76,1.0,,,,-2.7376708984375,1,True,-2.7376708984375,1,True,-2.73760986328125,1,True,-2.737701416015625,1,True,True,True,-3.056640625,5,True,-3.2235107421875,5,True,-3.01446533203125,5,True,-2.736175537109375,5,True,True,True
