dataset,backend,variant,case_id,delta_variant_minus_full_eV,variant_energy_eV,full_energy_eV
rep50,Gemini 2.5 Pro,no_slip,026,-0.13587188720703125,-19.925071716308594,-19.789199829101562
rep50,Gemini 2.5 Pro,no_slip,027,0.0,-7.707094192504883,-7.707094192504883
rep50,Gemini 2.5 Pro,no_slip,028,0.021240234375,-7.790651321411133,-7.811891555786133
rep50,Gemini 2.5 Pro,no_slip,029,0.0,-2.722797393798828,-2.722797393798828
rep50,Gemini 2.5 Pro,no_slip,030,-0.2863941192626953,-4.578418731689453,-4.292024612426758
rep50,Gemini 2.5 Pro,no_slip,031,0.0,-7.338869094848633,-7.338869094848633
rep50,Gemini 2.5 Pro,no_slip,032,0.0,-1.094757080078125,-1.094757080078125
rep50,Gemini 2.5 Pro,no_slip,033,0.27703857421875,-2.7374267578125,-3.01446533203125
rep50,Gemini 2.5 Pro,no_slip,034,1.52587890625e-05,-3.439350128173828,-3.4393653869628906
rep50,Gemini 2.5 Pro,no_slip,035,3.0517578125e-05,-4.418554306030273,-4.418584823608398
rep50,Gemini 2.5 Pro,no_slip,036,0.0,-0.16718101501464844,-0.16718101501464844
rep50,Gemini 2.5 Pro,no_slip,037,-0.00164794921875,-10.363121032714844,-10.361473083496094
rep50,Gemini 2.5 Pro,no_slip,038,-0.00048828125,-3.3857192993164062,-3.3852310180664062
rep50,Gemini 2.5 Pro,no_slip,039,0.0155029296875,-7.434549331665039,-7.450052261352539
rep50,Gemini 2.5 Pro,no_slip,040,0.0,-5.74797248840332,-5.74797248840332
rep50,Gemini 2.5 Pro,no_slip,041,-0.11844253540039062,-4.074314117431641,-3.95587158203125
rep50,Gemini 2.5 Pro,no_slip,042,0.0,-2.2128028869628906,-2.2128028869628906
rep50,Gemini 2.5 Pro,no_slip,044,-6.103515625e-05,-5.087898254394531,-5.087837219238281
rep50,Gemini 2.5 Pro,no_slip,045,0.0,-2.8482284545898438,-2.8482284545898438
rep50,Gemini 2.5 Pro,no_slip,046,0.0,-8.322032928466797,-8.322032928466797
rep50,Gemini 2.5 Pro,no_slip,047,0.0,-10.486995697021484,-10.486995697021484
rep50,Gemini 2.5 Pro,no_slip,048,0.0,-2.903726577758789,-2.903726577758789
rep50,Gemini 2.5 Pro,no_slip,049,0.897796630859375,-7.730308532714844,-8.628105163574219
rep50,Gemini 2.5 Pro,no_slip,050,3.0517578125e-05,-11.695274353027344,-11.695304870605469
rep50,Gemini 2.5 Pro,no_forbid,001,0.237060546875,-4.743168592453003,-4.980229139328003
rep50,Gemini 2.5 Pro,no_forbid,002,1.52587890625e-05,-3.338047742843628,-3.3380630016326904
rep50,Gemini 2.5 Pro,no_forbid,003,-0.00018310546875,-3.134526014328003,-3.134342908859253
rep50,Gemini 2.5 Pro,no_forbid,004,0.0,-7.2280120849609375,-7.2280120849609375
rep50,Gemini 2.5 Pro,no_forbid,005,-3.0517578125e-05,-6.176292419433594,-6.176261901855469
rep50,Gemini 2.5 Pro,no_forbid,006,-0.0236663818359375,-5.47479248046875,-5.4511260986328125
rep50,Gemini 2.5 Pro,no_forbid,007,-0.0001220703125,-11.654779434204102,-11.654657363891602
rep50,Gemini 2.5 Pro,no_forbid,008,0.10141944885253906,-4.444726943969727,-4.546146392822266
rep50,Gemini 2.5 Pro,no_forbid,009,0.0,-4.950687408447266,-4.950687408447266
rep50,Gemini 2.5 Pro,no_forbid,010,-0.0010890960693359375,-10.076349258422852,-10.075260162353516
rep50,Gemini 2.5 Pro,no_forbid,011,0.0,-3.283937454223633,-3.283937454223633
rep50,Gemini 2.5 Pro,no_forbid,012,-0.00048828125,-9.671077728271484,-9.670589447021484
rep50,Gemini 2.5 Pro,no_forbid,013,-7.62939453125e-06,-3.3845252990722656,-3.3845176696777344
rep50,Gemini 2.5 Pro,no_forbid,014,0.146514892578125,-7.570980072021484,-7.717494964599609
rep50,Gemini 2.5 Pro,no_forbid,015,-0.03643798828125,-10.643351554870605,-10.606913566589355
rep50,Gemini 2.5 Pro,no_forbid,016,0.985107421875,-13.564433097839355,-14.549540519714355
rep50,Gemini 2.5 Pro,no_forbid,017,-0.0003662109375,-8.466743469238281,-8.466377258300781
rep50,Gemini 2.5 Pro,no_forbid,018,-0.03623390197753906,-2.149404525756836,-2.113170623779297
rep50,Gemini 2.5 Pro,no_forbid,019,-0.05619239807128906,-3.549367904663086,-3.493175506591797
rep50,Gemini 2.5 Pro,no_forbid,020,9.1552734375e-05,-2.7164840698242188,-2.7165756225585938
rep50,Gemini 2.5 Pro,no_forbid,021,-0.0014190673828125,-4.242912292480469,-4.241493225097656
rep50,Gemini 2.5 Pro,no_forbid,022,0.0,-7.176612854003906,-7.176612854003906
rep50,Gemini 2.5 Pro,no_forbid,023,0.0,-4.346961975097656,-4.346961975097656
rep50,Gemini 2.5 Pro,no_forbid,024,0.1428813934326172,-3.1459274291992188,-3.288808822631836
rep50,Gemini 2.5 Pro,no_forbid,025,-0.44116973876953125,-8.408592224121094,-7.9674224853515625
rep50,Gemini 2.5 Pro,no_forbid,026,0.070953369140625,-19.718246459960938,-19.789199829101562
rep50,Gemini 2.5 Pro,no_forbid,027,6.103515625e-05,-7.707033157348633,-7.707094192504883
rep50,Gemini 2.5 Pro,no_forbid,028,0.0,-7.811891555786133,-7.811891555786133
rep50,Gemini 2.5 Pro,no_forbid,029,0.0032825469970703125,-2.719514846801758,-2.722797393798828
rep50,Gemini 2.5 Pro,no_forbid,030,-0.2863636016845703,-4.578388214111328,-4.292024612426758
rep50,Gemini 2.5 Pro,no_forbid,031,-0.000732421875,-7.339601516723633,-7.338869094848633
rep50,Gemini 2.5 Pro,no_forbid,032,0.0,-1.094757080078125,-1.094757080078125
rep50,Gemini 2.5 Pro,no_forbid,033,0.0,-3.01446533203125,-3.01446533203125
rep50,Gemini 2.5 Pro,no_forbid,034,1.52587890625e-05,-3.439350128173828,-3.4393653869628906
rep50,Gemini 2.5 Pro,no_forbid,035,0.03680419921875,-4.381780624389648,-4.418584823608398
rep50,Gemini 2.5 Pro,no_forbid,036,0.0,-0.16718101501464844,-0.16718101501464844
rep50,Gemini 2.5 Pro,no_forbid,037,0.0,-10.361473083496094,-10.361473083496094
rep50,Gemini 2.5 Pro,no_forbid,038,6.103515625e-05,-3.3851699829101562,-3.3852310180664062
rep50,Gemini 2.5 Pro,no_forbid,039,0.06755828857421875,-7.38249397277832,-7.450052261352539
rep50,Gemini 2.5 Pro,no_forbid,040,0.0,-5.74797248840332,-5.74797248840332
rep50,Gemini 2.5 Pro,no_forbid,041,-0.099395751953125,-4.055267333984375,-3.95587158203125
rep50,Gemini 2.5 Pro,no_forbid,042,0.0,-2.2128028869628906,-2.2128028869628906
rep50,Gemini 2.5 Pro,no_forbid,044,0.0,-5.087837219238281,-5.087837219238281
rep50,Gemini 2.5 Pro,no_forbid,045,0.0,-2.8482284545898438,-2.8482284545898438
rep50,Gemini 2.5 Pro,no_forbid,046,0.0,-8.322032928466797,-8.322032928466797
rep50,Gemini 2.5 Pro,no_forbid,047,0.0,-10.486995697021484,-10.486995697021484
rep50,Gemini 2.5 Pro,no_forbid,048,-7.62939453125e-06,-2.9037342071533203,-2.903726577758789
rep50,Gemini 2.5 Pro,no_forbid,049,-3.0517578125e-05,-8.628135681152344,-8.628105163574219
rep50,Gemini 2.5 Pro,no_forbid,050,0.0,-11.695304870605469,-11.695304870605469
rep50,Gemini 2.5 Pro,no_termination,001,0.0,-4.980229139328003,-4.980229139328003
rep50,Gemini 2.5 Pro,no_termination,002,-0.16607666015625,-3.5041396617889404,-3.3380630016326904
rep50,Gemini 2.5 Pro,no_termination,003,1.52587890625e-05,-3.1343276500701904,-3.134342908859253
rep50,Gemini 2.5 Pro,no_termination,004,0.0,-7.2280120849609375,-7.2280120849609375
rep50,Gemini 2.5 Pro,no_termination,005,-0.05480194091796875,-6.2310638427734375,-6.176261901855469
rep50,Gemini 2.5 Pro,no_termination,006,-0.02374267578125,-5.4748687744140625,-5.4511260986328125
rep50,Gemini 2.5 Pro,no_termination,007,0.0001220703125,-11.654535293579102,-11.654657363891602
rep50,Gemini 2.5 Pro,no_termination,008,3.0517578125e-05,-4.546115875244141,-4.546146392822266
rep50,Gemini 2.5 Pro,no_termination,009,0.0,-4.950687408447266,-4.950687408447266
rep50,Gemini 2.5 Pro,no_termination,010,0.0,-10.075260162353516,-10.075260162353516
rep50,Gemini 2.5 Pro,no_termination,011,0.0,-3.283937454223633,-3.283937454223633
rep50,Gemini 2.5 Pro,no_termination,012,-0.00018310546875,-9.670772552490234,-9.670589447021484
rep50,Gemini 2.5 Pro,no_termination,013,0.0,-3.3845176696777344,-3.3845176696777344
rep50,Gemini 2.5 Pro,no_termination,014,-0.327301025390625,-8.044795989990234,-7.717494964599609
rep50,Gemini 2.5 Pro,no_termination,015,-0.03643798828125,-10.643351554870605,-10.606913566589355
rep50,Gemini 2.5 Pro,no_termination,016,0.0,-14.549540519714355,-14.549540519714355
rep50,Gemini 2.5 Pro,no_termination,017,-0.0002899169921875,-8.466667175292969,-8.466377258300781
rep50,Gemini 2.5 Pro,no_termination,018,-0.03598976135253906,-2.149160385131836,-2.113170623779297
rep50,Gemini 2.5 Pro,no_termination,019,-0.05619239807128906,-3.549367904663086,-3.493175506591797
rep50,Gemini 2.5 Pro,no_termination,020,7.62939453125e-05,-2.7164993286132812,-2.7165756225585938
rep50,Gemini 2.5 Pro,no_termination,021,-1.52587890625e-05,-4.241508483886719,-4.241493225097656
rep50,Gemini 2.5 Pro,no_termination,022,0.0,-7.176612854003906,-7.176612854003906
rep50,Gemini 2.5 Pro,no_termination,023,0.0,-4.346961975097656,-4.346961975097656
rep50,Gemini 2.5 Pro,no_termination,024,0.028516769409179688,-3.2602920532226562,-3.288808822631836
rep50,Gemini 2.5 Pro,no_termination,025,0.0,-7.9674224853515625,-7.9674224853515625
rep50,Gemini 2.5 Pro,no_termination,026,-0.13587188720703125,-19.925071716308594,-19.789199829101562
rep50,Gemini 2.5 Pro,no_termination,027,6.103515625e-05,-7.707033157348633,-7.707094192504883
rep50,Gemini 2.5 Pro,no_termination,028,0.0,-7.811891555786133,-7.811891555786133
rep50,Gemini 2.5 Pro,no_termination,029,0.0013294219970703125,-2.721467971801758,-2.722797393798828
rep50,Gemini 2.5 Pro,no_termination,030,-0.2863941192626953,-4.578418731689453,-4.292024612426758
