dataset,backend,backend_label,case_id,variant,variant_label,best_energy_eV,success,natural_failure,external_failure,energy_status,failure_reason,source,path
CMU20,gemini,Gemini 2.5 Pro,14,no_termination,w/o Term,-3.6166324615478516,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,15,no_termination,w/o Term,-3.257678985595703,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,16,no_termination,w/o Term,-4.662910461425781,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,17,no_termination,w/o Term,-3.064361572265625,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,18,no_termination,w/o Term,-3.1291351318359375,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,19,no_termination,w/o Term,-3.5939178466796875,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,20,no_termination,w/o Term,-11.652278900146484,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,01,single_shot,1-Shot,-3.6311686038970947,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,02,single_shot,1-Shot,-4.765958786010742,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,04,single_shot,1-Shot,-1.6579418182373047,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,05,single_shot,1-Shot,-2.9469187259674072,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,09,single_shot,1-Shot,-1.8013858795166016,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,10,single_shot,1-Shot,-2.1220951080322266,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,12,single_shot,1-Shot,-1.6070194244384766,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,13,single_shot,1-Shot,-2.376436233520508,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,14,single_shot,1-Shot,-3.6166324615478516,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,15,single_shot,1-Shot,-2.888652801513672,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,16,single_shot,1-Shot,-4.537578582763672,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,17,single_shot,1-Shot,-2.7732162475585938,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,18,single_shot,1-Shot,-2.4180145263671875,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,19,single_shot,1-Shot,-3.1327438354492188,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,20,single_shot,1-Shot,-10.604454040527344,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,03,full,Full,-3.351963758468628,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,06,full,Full,-2.1646385192871094,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,07,full,Full,-7.051090955734253,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,08,full,Full,-6.414363861083984,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,11,full,Full,-2.3885955810546875,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,03,no_slip,w/o Slip,-3.351963758468628,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,06,no_slip,w/o Slip,-1.8745841979980469,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,07,no_slip,w/o Slip,-7.051090955734253,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,08,no_slip,w/o Slip,-6.414363861083984,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,11,no_slip,w/o Slip,-2.4184722900390625,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,03,no_forbid,w/o Forbid,-3.351963758468628,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,06,no_forbid,w/o Forbid,-1.8745841979980469,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,07,no_forbid,w/o Forbid,-7.051090955734253,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,08,no_forbid,w/o Forbid,-6.414363861083984,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,11,no_forbid,w/o Forbid,-2.4184722900390625,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,03,no_termination,w/o Term,-3.351963758468628,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,06,no_termination,w/o Term,-1.8745841979980469,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,07,no_termination,w/o Term,-7.030705213546753,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,08,no_termination,w/o Term,-6.869441986083984,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,11,no_termination,w/o Term,-2.4184722900390625,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,03,single_shot,1-Shot,-3.351963758468628,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,06,single_shot,1-Shot,,False,True,False,missing_energy,natural run failure,extra5,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,07,single_shot,1-Shot,-6.883122205734253,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,08,single_shot,1-Shot,-6.414363861083984,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gemini,Gemini 2.5 Pro,11,single_shot,1-Shot,-2.3813095092773438,True,False,False,valid,,extra5,research/results/canonical_raw/cmu20_gemini_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,01,full,Full,-3.627323865890503,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,02,full,Full,-4.769039154052734,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,04,full,Full,-2.2549095153808594,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,05,full,Full,-2.961643934249878,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,09,full,Full,-1.9912567138671875,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,10,full,Full,-2.7095260620117188,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,12,full,Full,-2.0813217163085938,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,13,full,Full,-2.8251419067382812,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,14,full,Full,-3.5911407470703125,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,15,full,Full,-3.257709503173828,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,16,full,Full,-4.272052764892578,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,17,full,Full,-3.241016387939453,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,18,full,Full,-2.7240142822265625,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,19,full,Full,-4.0125274658203125,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,20,full,Full,-11.652278900146484,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,01,no_slip,w/o Slip,-3.627323865890503,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,02,no_slip,w/o Slip,-4.764400482177734,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,04,no_slip,w/o Slip,-2.2549095153808594,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,05,no_slip,w/o Slip,-2.961643934249878,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,09,no_slip,w/o Slip,-1.9912567138671875,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,10,no_slip,w/o Slip,-2.7095260620117188,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,12,no_slip,w/o Slip,-2.0813217163085938,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,13,no_slip,w/o Slip,-2.8251419067382812,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,14,no_slip,w/o Slip,-3.4312286376953125,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,15,no_slip,w/o Slip,-2.9635086059570312,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,16,no_slip,w/o Slip,-4.662910461425781,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,17,no_slip,w/o Slip,-3.240985870361328,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,18,no_slip,w/o Slip,-3.2147865295410156,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,19,no_slip,w/o Slip,-4.099582672119141,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,20,no_slip,w/o Slip,-11.652828216552734,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,01,no_forbid,w/o Forbid,-3.627323865890503,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,02,no_forbid,w/o Forbid,-4.769039154052734,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,04,no_forbid,w/o Forbid,-2.2549095153808594,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,05,no_forbid,w/o Forbid,-2.961643934249878,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,09,no_forbid,w/o Forbid,-1.9912567138671875,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,10,no_forbid,w/o Forbid,-2.7095260620117188,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,12,no_forbid,w/o Forbid,-2.3513641357421875,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,13,no_forbid,w/o Forbid,-2.8251419067382812,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,14,no_forbid,w/o Forbid,-3.5911407470703125,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,15,no_forbid,w/o Forbid,-3.3851089477539062,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,16,no_forbid,w/o Forbid,-4.662910461425781,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,17,no_forbid,w/o Forbid,-3.240985870361328,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,18,no_forbid,w/o Forbid,-3.2147865295410156,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,19,no_forbid,w/o Forbid,-4.148807525634766,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,20,no_forbid,w/o Forbid,-11.649532318115234,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,01,no_termination,w/o Term,-3.630131483078003,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,02,no_termination,w/o Term,-4.769039154052734,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,04,no_termination,w/o Term,-2.2549095153808594,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,05,no_termination,w/o Term,-2.961643934249878,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,09,no_termination,w/o Term,-1.9912567138671875,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,10,no_termination,w/o Term,-2.7176666259765625,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
CMU20,gpt,GPT-5.4,12,no_termination,w/o Term,-2.3513641357421875,True,False,False,valid,,base15,research/results/canonical_raw/cmu20_openai_gpt54_ablation/ablation_summary.csv
