path,success,failure_class,error,calc_failure_count,dissociation_count
no_forbid/036/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/037/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/038/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/039/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/040/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/041/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/042/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/043/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/044/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/045/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/046/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/047/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/048/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/049/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/050/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/001/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/002/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/003/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/004/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/005/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/006/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/007/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/008/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/009/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/010/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/011/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/012/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/013/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/014/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/015/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/016/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/017/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/018/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/019/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/020/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/021/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/022/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/023/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/024/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/025/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/026/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/027/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/028/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/029/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/030/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/031/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/032/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/033/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/034/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/035/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/036/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/037/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/038/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/039/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/040/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/041/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/042/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/043/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/044/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/045/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/046/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/047/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/048/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/049/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_slip/050/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_termination/001/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_termination/002/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_termination/003/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
