benchmark_id,case_id,surface,adsorbate,adsmind_1shot_energy,adsmind_1shot_energy_best4,adsmind_1shot_energy_mean4,adsmind_1shot_best4,adsmind_1shot_mean4,adsmind_1shot_relax,adsmind_1shot_success,adsmind_full_energy,adsmind_full_energy_best4,adsmind_full_energy_mean4,adsmind_full_best4,adsmind_full_mean4,adsmind_full_relax,adsmind_full_success,random_n20_energy,random_n20_relax,random_n20_success,heuristic_energy,heuristic_relax,heuristic_success,adsorbagent_energy,adsorbagent_relax,adsorbagent_success,adsmind_1shot_gpt54_mace_mp0_small_energy,adsmind_1shot_gpt54_mace_mp0_small_relax,adsmind_1shot_gpt54_mace_mp0_small_success,adsmind_1shot_claude_sonnet46_mace_mp0_small_energy,adsmind_1shot_claude_sonnet46_mace_mp0_small_relax,adsmind_1shot_claude_sonnet46_mace_mp0_small_success,adsmind_1shot_gemini25pro_mace_mp0_small_energy,adsmind_1shot_gemini25pro_mace_mp0_small_relax,adsmind_1shot_gemini25pro_mace_mp0_small_success,adsmind_1shot_grok4_mace_mp0_small_energy,adsmind_1shot_grok4_mace_mp0_small_relax,adsmind_1shot_grok4_mace_mp0_small_success,adsmind_1shot_success_any4,adsmind_1shot_success_all4,adsmind_full_gpt54_mace_mp0_small_energy,adsmind_full_gpt54_mace_mp0_small_relax,adsmind_full_gpt54_mace_mp0_small_success,adsmind_full_claude_sonnet46_mace_mp0_small_energy,adsmind_full_claude_sonnet46_mace_mp0_small_relax,adsmind_full_claude_sonnet46_mace_mp0_small_success,adsmind_full_gemini25pro_mace_mp0_small_energy,adsmind_full_gemini25pro_mace_mp0_small_relax,adsmind_full_gemini25pro_mace_mp0_small_success,adsmind_full_grok4_mace_mp0_small_energy,adsmind_full_grok4_mace_mp0_small_relax,adsmind_full_grok4_mace_mp0_small_success,adsmind_full_success_any4,adsmind_full_success_all4
11,11,Pd,OH,-2.401712417602539,-2.4184722900390625,-2.401712417602539,-2.4184722900390625,-2.401712417602539,1.0,1.0,-2.401712417602539,-2.4184722900390625,-2.401712417602539,-2.4184722900390625,-2.401712417602539,2.25,1.0,-2.439783096313477,20.0,1.0,-2.6359806060791016,46,1.0,-2.3963565826416016,2,1.0,-2.4184722900390625,1,True,-2.4184722900390625,1,True,-2.381309509277344,1,True,-2.3885955810546875,1,True,True,True,-2.381309509277344,1,True,-2.4184722900390625,3,True,-2.3885955810546875,2,True,-2.4184722900390625,3,True,True,True
12,12,Au,OH,-2.148832321166992,-2.3513641357421875,-2.148832321166992,-2.3513641357421875,-2.148832321166992,1.0,1.0,-2.283853530883789,-2.3513641357421875,-2.283853530883789,-2.3513641357421875,-2.283853530883789,2.5,1.0,-2.3599796295166016,20.0,1.0,-2.360696792602539,47,1.0,-1.6133289337158203,2,1.0,-2.0813217163085938,1,True,-2.0813217163085938,1,True,-2.0813217163085938,1,True,-2.3513641357421875,1,True,True,True,-2.0813217163085938,1,True,-2.3513641357421875,3,True,-2.3513641357421875,3,True,-2.3513641357421875,3,True,True,True
13,13,Ag,OH,-2.7116031646728516,-2.8251419067382812,-2.7116031646728516,-2.8251419067382812,-2.7116031646728516,1.0,1.0,-2.8251419067382812,-2.8251419067382812,-2.8251419067382812,-2.8251419067382812,-2.8251419067382812,3.5,1.0,-2.8251514434814453,20.0,1.0,-2.827669143676758,37,1.0,-2.4099369049072266,2,1.0,-2.8078689575195312,1,True,-2.8251419067382812,1,True,-2.4055328369140625,1,True,-2.8078689575195312,1,True,True,True,-2.8251419067382812,3,True,-2.8251419067382812,4,True,-2.8251419067382812,3,True,-2.8251419067382812,4,True,True,True
14,14,CoPt,OH,-3.436568260192871,-3.616632461547851,-3.436568260192871,-3.616632461547851,-3.436568260192871,1.0,1.0,-3.594639301300049,-3.616632461547851,-3.594639301300049,-3.616632461547851,-3.594639301300049,5.0,1.0,-3.622766494750977,20.0,1.0,-3.6134281158447266,79,1.0,-3.4744815826416016,2,1.0,-3.4312286376953125,1,True,-3.453330993652344,1,True,-3.616632461547851,1,True,-3.245080947875977,1,True,True,True,-3.5911407470703125,5,True,-3.5796432495117188,5,True,-3.616632461547851,5,True,-3.5911407470703125,5,True,True,True
15,15,Cu6Ga2,CH2CH2OH,-2.9145994186401367,-2.9636917114257812,-2.9145994186401367,-2.9636917114257812,-2.9145994186401367,1.0,1.0,-3.257701873779297,-3.257709503173828,-3.257701873779297,-3.257709503173828,-3.257701873779297,4.5,1.0,-3.001087188720703,20.0,1.0,-3.225940704345703,34,1.0,-1.523395538330078,3,1.0,-2.9636917114257812,1,True,-2.767475128173828,1,True,-2.963539123535156,1,True,-2.9636917114257812,1,True,True,True,-3.257709503173828,4,True,-3.257678985595703,4,True,-3.257709503173828,5,True,-3.257709503173828,5,True,True,True
16,16,Au2Hf,CH2CH2OH,-4.662910461425781,-4.662910461425781,-4.662910461425781,-4.662910461425781,-4.662910461425781,1.0,1.0,-4.5651960372924805,-4.662910461425781,-4.5651960372924805,-4.662910461425781,-4.5651960372924805,5.0,1.0,-6.736865997314453,20.0,1.0,-5.376361846923828,56,1.0,-3.282684326171875,1,1.0,-4.662910461425781,1,True,-4.662910461425781,1,True,-4.662910461425781,1,True,-4.662910461425781,1,True,True,True,-4.272052764892578,5,True,-4.662910461425781,5,True,-4.662910461425781,5,True,-4.662910461425781,5,True,True,True
17,17,Rh2Ti2,OCHCH3,-2.7854461669921875,-3.064361572265625,-2.7854461669921875,-3.064361572265625,-2.7854461669921875,1.0,1.0,-3.1424474716186523,-3.241016387939453,-3.1424474716186523,-3.241016387939453,-3.1424474716186523,4.5,1.0,-3.171344757080078,20.0,1.0,-3.2653350830078125,38,1.0,-3.1537322998046875,4,1.0,-2.692474365234375,1,True,-2.692474365234375,1,True,-2.692474365234375,1,True,-3.064361572265625,1,True,True,True,-3.241016387939453,5,True,-3.240985870361328,5,True,-3.222217559814453,5,True,-2.865570068359375,3,True,True,True
18,18,Al3Zr,OCHCH3,-2.5220870971679688,-2.5314483642578125,-2.5220870971679688,-2.5314483642578125,-2.5220870971679688,1.0,1.0,-2.8389892578125,-3.1291351318359375,-2.8389892578125,-3.1291351318359375,-2.8389892578125,4.25,1.0,-3.21304702758789,20.0,1.0,-3.24102783203125,53,1.0,-2.9522857666015625,3,1.0,-2.5189666748046875,1,True,-2.5189666748046875,1,True,-2.5189666748046875,1,True,-2.5314483642578125,1,True,True,True,-2.7240142822265625,3,True,-2.7240142822265625,4,True,-2.7787933349609375,5,True,-3.1291351318359375,5,True,True,True
19,19,Hf2Zn6,OCHCH3,-4.012565612792969,-4.0126495361328125,-4.012565612792969,-4.0126495361328125,-4.012565612792969,1.0,1.0,-3.925203323364258,-4.043663024902344,-3.925203323364258,-4.043663024902344,-3.925203323364258,4.0,1.0,-3.5673561096191406,20.0,1.0,-4.696258544921875,42,1.0,-3.0767059326171875,1,1.0,-4.0125274658203125,1,True,-4.0125274658203125,1,True,-4.0126495361328125,1,True,-4.0125579833984375,1,True,True,True,-4.0125274658203125,5,True,-4.0125274658203125,4,True,-4.043663024902344,5,True,-3.6320953369140625,2,True,True,True
20,20,Bi2Ti6,ONN(CH3)2,-10.250373840332031,-11.652523040771484,-10.250373840332031,-11.652523040771484,-10.250373840332031,1.0,1.0,-11.652477264404297,-11.652706146240234,-11.652477264404297,-11.652706146240234,-11.652477264404297,5.0,1.0,-13.422286987304688,20.0,1.0,-11.756484985351562,98,1.0,-5.4582366943359375,1,1.0,-11.652278900146484,1,True,-11.652278900146484,1,True,-11.652523040771484,1,True,-6.044414520263672,1,True,True,True,-11.652278900146484,5,True,-11.652706146240234,5,True,-11.652278900146484,5,True,-11.652645111083984,5,True,True,True
