case_id,ocd62_case_id,ocd_id,surface_formula,adsorbate,backend,variant,e_run1,e_run2,range_eV,agreement_class
004,016,181,Cu32Se64W16,C(C)O,gpt,one_shot,-8.98812103271,-8.98812103271,0,exact_match
005,020,201,Cr36N48,[CH]=O,gpt,full,-7.7070941925,-7.7070941925,0,exact_match
005,020,201,Cr36N48,[CH]=O,gpt,no_slip,-7.7070941925,-7.70703315735,6.103515625e-05,exact_match
005,020,201,Cr36N48,[CH]=O,gpt,no_forbid,-7.7070941925,-7.7070941925,0,exact_match
005,020,201,Cr36N48,[CH]=O,gpt,no_termination,-7.7070941925,-7.7070941925,0,exact_match
005,020,201,Cr36N48,[CH]=O,gpt,one_shot,-7.70703315735,-7.7070941925,6.103515625e-05,exact_match
006,029,362,In18N18Ti36,O=N,gpt,full,-7.96742248535,-8.87007904053,0.902656555176,large_divergent
006,029,362,In18N18Ti36,O=N,gpt,no_slip,-7.96742248535,-6.6915435791,1.27587890625,severe
006,029,362,In18N18Ti36,O=N,gpt,no_forbid,-7.96742248535,-7.62019348145,0.347229003906,divergent
006,029,362,In18N18Ti36,O=N,gpt,no_termination,-8.87007904053,-8.40859222412,0.461486816406,divergent
006,029,362,In18N18Ti36,O=N,gpt,one_shot,-11.3517913818,-11.3517913818,0,exact_match
007,032,479,Ni6Sc36Te12,OH,gpt,full,-7.22801208496,-7.22801208496,0,exact_match
007,032,479,Ni6Sc36Te12,OH,gpt,no_slip,-7.22801208496,-7.22801208496,0,exact_match
007,032,479,Ni6Sc36Te12,OH,gpt,no_forbid,-7.22801208496,-7.22801208496,0,exact_match
007,032,479,Ni6Sc36Te12,OH,gpt,no_termination,-7.22801208496,-7.22801208496,0,exact_match
007,032,479,Ni6Sc36Te12,OH,gpt,one_shot,-9.47637176514,-9.47640228271,3.0517578125e-05,exact_match
008,035,513,Pd24Zr24,OH,gpt,full,-6.17626190186,-6.24195861816,0.0656967163086,moderate
008,035,513,Pd24Zr24,OH,gpt,no_slip,-6.23106384277,-6.23109436035,3.0517578125e-05,exact_match
008,035,513,Pd24Zr24,OH,gpt,no_forbid,-6.23115539551,-6.17626190186,0.0548934936523,moderate
008,035,513,Pd24Zr24,OH,gpt,no_termination,-6.23100280762,-6.23109436035,9.1552734375e-05,exact_match
008,035,513,Pd24Zr24,OH,gpt,one_shot,-6.17626190186,-6.17626190186,0,exact_match
009,036,530,Co32Y48,[NH],gpt,full,-10.6433515549,-10.6433515549,0,exact_match
009,036,530,Co32Y48,[NH],gpt,no_slip,-10.2085371017,-10.6433515549,0.434814453125,divergent
009,036,530,Co32Y48,[NH],gpt,no_forbid,-10.6069135666,-10.6433515549,0.0364379882812,minor
009,036,530,Co32Y48,[NH],gpt,no_termination,-10.6433515549,-10.6433515549,0,exact_match
009,036,530,Co32Y48,[NH],gpt,one_shot,-9.68157196045,-10.0110883713,0.329516410828,divergent
010,041,596,Cr18Pt18,H,gpt,full,-4.74316859245,-4.74316859245,0,exact_match
010,041,596,Cr18Pt18,H,gpt,no_slip,-4.74316859245,-4.74173426628,0.00143432617188,match
010,041,596,Cr18Pt18,H,gpt,no_forbid,-4.74319911003,-4.74316859245,3.0517578125e-05,exact_match
010,041,596,Cr18Pt18,H,gpt,no_termination,-4.95904994011,-4.74316859245,0.215881347656,divergent
010,041,596,Cr18Pt18,H,gpt,one_shot,-4.74319911003,-4.74316859245,3.0517578125e-05,exact_match
011,048,735,Re27Ti27,[NH2],gpt,full,-11.6580753326,-11.6696109772,0.0115356445312,minor
011,048,735,Re27Ti27,[NH2],gpt,no_slip,-11.6549015045,-11.6547794342,0.0001220703125,exact_match
011,048,735,Re27Ti27,[NH2],gpt,no_forbid,-11.6547794342,-11.6547794342,0,exact_match
011,048,735,Re27Ti27,[NH2],gpt,no_termination,-11.6596012115,-11.6547794342,0.00482177734375,match
011,048,735,Re27Ti27,[NH2],gpt,one_shot,-11.659784317,-11.6579532623,0.0018310546875,match
012,050,768,Ga24Y24,H,gpt,full,-3.50413966179,-3.50413966179,0,exact_match
012,050,768,Ga24Y24,H,gpt,no_slip,-3.50413966179,-3.33806300163,0.166076660156,divergent
012,050,768,Ga24Y24,H,gpt,no_forbid,-3.50413966179,-3.50413966179,0,exact_match
012,050,768,Ga24Y24,H,gpt,no_termination,-3.50413966179,-3.50413966179,0,exact_match
012,050,768,Ga24Y24,H,gpt,one_shot,-3.50413966179,-3.50413966179,0,exact_match
001,002,16,Hf18Sc18Si36,NO,claude,full,-4.3469619751,-4.3469619751,0,exact_match
001,002,16,Hf18Sc18Si36,NO,claude,no_slip,-4.3469619751,-4.3469619751,0,exact_match
001,002,16,Hf18Sc18Si36,NO,claude,no_forbid,-4.3469619751,-4.3469619751,0,exact_match
001,002,16,Hf18Sc18Si36,NO,claude,no_termination,-7.04744529724,-4.3469619751,2.70048332214,severe
001,002,16,Hf18Sc18Si36,NO,claude,one_shot,-4.3469619751,-4.3469619751,0,exact_match
002,010,94,Ag18Sr27,[N]=N,claude,full,-3.34561538696,-3.38451766968,0.0389022827148,minor
002,010,94,Ag18Sr27,[N]=N,claude,no_slip,-2.75984573364,-3.38451766968,0.624671936035,large_divergent
002,010,94,Ag18Sr27,[N]=N,claude,no_forbid,-3.38452529907,-3.34560012817,0.0389251708984,minor
002,010,94,Ag18Sr27,[N]=N,claude,no_termination,-3.38451766968,-3.34561538696,0.0389022827148,minor
002,010,94,Ag18Sr27,[N]=N,claude,one_shot,-5.60782241821,-2.73579025269,2.87203216553,severe
003,012,108,Ru60Ta20,[NH],claude,full,-14.5495405197,-14.5495405197,0,exact_match
003,012,108,Ru60Ta20,[NH],claude,no_slip,-14.2560224533,-14.5495405197,0.293518066406,divergent
003,012,108,Ru60Ta20,[NH],claude,no_forbid,-14.5495405197,-14.5495405197,0,exact_match
003,012,108,Ru60Ta20,[NH],claude,no_termination,-14.5495405197,-14.5495405197,0,exact_match
003,012,108,Ru60Ta20,[NH],claude,one_shot,-14.2560224533,-14.2560224533,0,exact_match
004,016,181,Cu32Se64W16,C(C)O,claude,full,-9.23633575439,-9.31958770752,0.083251953125,moderate
004,016,181,Cu32Se64W16,C(C)O,claude,no_slip,-10.3614730835,-9.66962432861,0.691848754883,large_divergent
004,016,181,Cu32Se64W16,C(C)O,claude,no_forbid,-9.07765960693,-9.07741546631,0.000244140625,exact_match
004,016,181,Cu32Se64W16,C(C)O,claude,no_termination,-10.3614730835,-9.67261505127,0.688858032227,large_divergent
004,016,181,Cu32Se64W16,C(C)O,claude,one_shot,-9.0778427124,-9.07741546631,0.00042724609375,exact_match
005,020,201,Cr36N48,[CH]=O,claude,full,-7.7070941925,-7.7070941925,0,exact_match
005,020,201,Cr36N48,[CH]=O,claude,no_slip,-7.77791023254,-7.70703315735,0.0708770751953,moderate
005,020,201,Cr36N48,[CH]=O,claude,no_forbid,-7.7070941925,-7.7070941925,0,exact_match
005,020,201,Cr36N48,[CH]=O,claude,no_termination,-7.7070941925,-7.7070941925,0,exact_match
005,020,201,Cr36N48,[CH]=O,claude,one_shot,-7.70703315735,-7.70703315735,0,exact_match
006,029,362,In18N18Ti36,O=N,claude,full,-7.88108825684,-8.87007904053,0.988990783691,large_divergent
006,029,362,In18N18Ti36,O=N,claude,no_slip,-8.40859222412,-8.40859222412,0,exact_match
006,029,362,In18N18Ti36,O=N,claude,no_forbid,-8.40859222412,-8.99238586426,0.583793640137,large_divergent
006,029,362,In18N18Ti36,O=N,claude,no_termination,-8.87007904053,-8.40859222412,0.461486816406,divergent
006,029,362,In18N18Ti36,O=N,claude,one_shot,-11.3517913818,-11.3517303467,6.103515625e-05,exact_match
007,032,479,Ni6Sc36Te12,OH,claude,full,-7.22801208496,-7.22801208496,0,exact_match
007,032,479,Ni6Sc36Te12,OH,claude,no_slip,-7.22801208496,-7.22801208496,0,exact_match
007,032,479,Ni6Sc36Te12,OH,claude,no_forbid,-7.22801208496,-7.22801208496,0,exact_match
007,032,479,Ni6Sc36Te12,OH,claude,no_termination,-7.13960266113,-7.22801208496,0.0884094238281,moderate
007,032,479,Ni6Sc36Te12,OH,claude,one_shot,-7.22801208496,-6.57665252686,0.651359558105,large_divergent
008,035,513,Pd24Zr24,OH,claude,full,-6.23759460449,-6.24195861816,0.00436401367188,match
008,035,513,Pd24Zr24,OH,claude,no_slip,-6.23329162598,-6.24195861816,0.0086669921875,match
008,035,513,Pd24Zr24,OH,claude,no_forbid,-6.24198913574,-6.24000549316,0.00198364257812,match
008,035,513,Pd24Zr24,OH,claude,no_termination,-6.24195861816,-6.24195861816,0,exact_match
008,035,513,Pd24Zr24,OH,claude,one_shot,-6.17626190186,-6.10581970215,0.070442199707,moderate
009,036,530,Co32Y48,[NH],claude,full,-10.6433515549,-10.6433515549,0,exact_match
009,036,530,Co32Y48,[NH],claude,no_slip,-10.6433515549,-10.6433515549,0,exact_match
009,036,530,Co32Y48,[NH],claude,no_forbid,-10.6433515549,-10.6433515549,0,exact_match
009,036,530,Co32Y48,[NH],claude,no_termination,-10.6433515549,-10.6433515549,0,exact_match
009,036,530,Co32Y48,[NH],claude,one_shot,-10.2085371017,-10.2085371017,0,exact_match
010,041,596,Cr18Pt18,H,claude,full,-4.98022913933,-4.74316859245,0.237060546875,divergent
010,041,596,Cr18Pt18,H,claude,no_slip,-4.74316859245,-4.74319911003,3.0517578125e-05,exact_match
010,041,596,Cr18Pt18,H,claude,no_forbid,-4.74316859245,-4.74316859245,0,exact_match
010,041,596,Cr18Pt18,H,claude,no_termination,-4.98022913933,-4.98022913933,0,exact_match
010,041,596,Cr18Pt18,H,claude,one_shot,-4.74316859245,-4.74316859245,0,exact_match
011,048,735,Re27Ti27,[NH2],claude,full,-11.6545963287,-11.6547794342,0.00018310546875,exact_match
011,048,735,Re27Ti27,[NH2],claude,no_slip,-6.98352432251,-11.6547794342,4.67125511169,severe
011,048,735,Re27Ti27,[NH2],claude,no_forbid,-11.654718399,-11.6547794342,6.103515625e-05,exact_match
011,048,735,Re27Ti27,[NH2],claude,no_termination,-11.6545963287,-11.654718399,0.0001220703125,exact_match
011,048,735,Re27Ti27,[NH2],claude,one_shot,-6.98352432251,-6.98352432251,0,exact_match
012,050,768,Ga24Y24,H,claude,full,-3.50413966179,-3.50413966179,0,exact_match
012,050,768,Ga24Y24,H,claude,no_slip,-3.33806300163,-3.33806300163,0,exact_match
012,050,768,Ga24Y24,H,claude,no_forbid,-3.33806300163,-3.50413966179,0.166076660156,divergent
012,050,768,Ga24Y24,H,claude,no_termination,-3.50413966179,-3.50413966179,0,exact_match
012,050,768,Ga24Y24,H,claude,one_shot,-3.50413966179,-3.25667262077,0.247467041016,divergent
001,002,16,Hf18Sc18Si36,NO,gemini,full,-4.3469619751,-4.3469619751,0,exact_match
001,002,16,Hf18Sc18Si36,NO,gemini,no_slip,-4.3469619751,-4.3469619751,0,exact_match
001,002,16,Hf18Sc18Si36,NO,gemini,no_forbid,-4.3469619751,-4.3469619751,0,exact_match
001,002,16,Hf18Sc18Si36,NO,gemini,no_termination,-4.3469619751,-4.3469619751,0,exact_match
001,002,16,Hf18Sc18Si36,NO,gemini,one_shot,-4.3469619751,-4.3469619751,0,exact_match
002,010,94,Ag18Sr27,[N]=N,gemini,full,-3.38451766968,-3.38452529907,7.62939453125e-06,exact_match
002,010,94,Ag18Sr27,[N]=N,gemini,no_slip,-3.38452529907,-3.38451766968,7.62939453125e-06,exact_match
002,010,94,Ag18Sr27,[N]=N,gemini,no_forbid,-3.38452529907,-3.38451766968,7.62939453125e-06,exact_match
002,010,94,Ag18Sr27,[N]=N,gemini,no_termination,-3.38451766968,-3.38451766968,0,exact_match
002,010,94,Ag18Sr27,[N]=N,gemini,one_shot,-2.73585891724,-5.60781478882,2.87195587158,severe
003,012,108,Ru60Ta20,[NH],gemini,full,-14.5495405197,-14.5495405197,0,exact_match
003,012,108,Ru60Ta20,[NH],gemini,no_slip,-14.2560224533,-14.2560224533,0,exact_match
003,012,108,Ru60Ta20,[NH],gemini,no_forbid,-13.5644330978,-14.5495405197,0.985107421875,large_divergent
003,012,108,Ru60Ta20,[NH],gemini,no_termination,-14.5495405197,-14.5495405197,0,exact_match
003,012,108,Ru60Ta20,[NH],gemini,one_shot,-14.2560224533,-13.5644330978,0.691589355469,large_divergent
004,016,181,Cu32Se64W16,C(C)O,gemini,full,-10.3614730835,-10.3614730835,0,exact_match
004,016,181,Cu32Se64W16,C(C)O,gemini,no_slip,-10.3631210327,-10.3614730835,0.00164794921875,match
004,016,181,Cu32Se64W16,C(C)O,gemini,no_forbid,-10.3614730835,-10.3614730835,0,exact_match
004,016,181,Cu32Se64W16,C(C)O,gemini,no_termination,-10.3614730835,-10.3614730835,0,exact_match
004,016,181,Cu32Se64W16,C(C)O,gemini,one_shot,-9.07759857178,-9.07741546631,0.00018310546875,exact_match
005,020,201,Cr36N48,[CH]=O,gemini,full,-7.7070941925,-7.7070941925,0,exact_match
005,020,201,Cr36N48,[CH]=O,gemini,no_slip,-7.7070941925,-7.70703315735,6.103515625e-05,exact_match
005,020,201,Cr36N48,[CH]=O,gemini,no_forbid,-7.70703315735,-7.70703315735,0,exact_match
005,020,201,Cr36N48,[CH]=O,gemini,no_termination,-7.70703315735,-7.70703315735,0,exact_match
005,020,201,Cr36N48,[CH]=O,gemini,one_shot,-7.7070941925,-7.7070941925,0,exact_match
006,029,362,In18N18Ti36,O=N,gemini,full,-7.96742248535,-7.96742248535,0,exact_match
006,029,362,In18N18Ti36,O=N,gemini,no_slip,-7.87889099121,-7.96742248535,0.0885314941406,moderate
006,029,362,In18N18Ti36,O=N,gemini,no_forbid,-8.40859222412,-7.88090515137,0.527687072754,large_divergent
006,029,362,In18N18Ti36,O=N,gemini,no_termination,-7.96742248535,-7.96742248535,0,exact_match
006,029,362,In18N18Ti36,O=N,gemini,one_shot,-11.3517303467,-11.3517303467,0,exact_match
007,032,479,Ni6Sc36Te12,OH,gemini,full,-7.22801208496,-7.22801208496,0,exact_match
007,032,479,Ni6Sc36Te12,OH,gemini,no_slip,-7.11375427246,-7.22801208496,0.1142578125,divergent
007,032,479,Ni6Sc36Te12,OH,gemini,no_forbid,-7.22801208496,-7.22801208496,0,exact_match
007,032,479,Ni6Sc36Te12,OH,gemini,no_termination,-7.22801208496,-7.22801208496,0,exact_match
007,032,479,Ni6Sc36Te12,OH,gemini,one_shot,-9.47640228271,-9.47640228271,0,exact_match
008,035,513,Pd24Zr24,OH,gemini,full,-6.17626190186,-6.17626190186,0,exact_match
008,035,513,Pd24Zr24,OH,gemini,no_slip,-6.17649841309,-6.23121643066,0.0547180175781,moderate
008,035,513,Pd24Zr24,OH,gemini,no_forbid,-6.17629241943,-6.17626190186,3.0517578125e-05,exact_match
008,035,513,Pd24Zr24,OH,gemini,no_termination,-6.23106384277,-6.17649841309,0.0545654296875,moderate
008,035,513,Pd24Zr24,OH,gemini,one_shot,-6.23106384277,-6.17626190186,0.054801940918,moderate
009,036,530,Co32Y48,[NH],gemini,full,-10.6069135666,-10.6433515549,0.0364379882812,minor
009,036,530,Co32Y48,[NH],gemini,no_slip,-10.6433515549,-10.6433515549,0,exact_match
009,036,530,Co32Y48,[NH],gemini,no_forbid,-10.6433515549,-10.6433515549,0,exact_match
009,036,530,Co32Y48,[NH],gemini,no_termination,-10.6433515549,-10.6069135666,0.0364379882812,minor
009,036,530,Co32Y48,[NH],gemini,one_shot,-9.95731639862,-10.6433515549,0.68603515625,large_divergent
010,041,596,Cr18Pt18,H,gemini,full,-4.98022913933,-4.98022913933,0,exact_match
010,041,596,Cr18Pt18,H,gemini,no_slip,-4.74316859245,-4.98022913933,0.237060546875,divergent
010,041,596,Cr18Pt18,H,gemini,no_forbid,-4.74316859245,-4.98022913933,0.237060546875,divergent
010,041,596,Cr18Pt18,H,gemini,no_termination,-4.98022913933,-4.74316859245,0.237060546875,divergent
010,041,596,Cr18Pt18,H,gemini,one_shot,-4.74319911003,-4.74319911003,0,exact_match
011,048,735,Re27Ti27,[NH2],gemini,full,-11.6546573639,-11.6547794342,0.0001220703125,exact_match
011,048,735,Re27Ti27,[NH2],gemini,no_slip,-11.6547794342,-11.6547794342,0,exact_match
011,048,735,Re27Ti27,[NH2],gemini,no_forbid,-11.6547794342,-11.6547794342,0,exact_match
011,048,735,Re27Ti27,[NH2],gemini,no_termination,-11.6545352936,-11.6547794342,0.000244140625,exact_match
011,048,735,Re27Ti27,[NH2],gemini,one_shot,-6.98352432251,-11.6547794342,4.67125511169,severe
012,050,768,Ga24Y24,H,gemini,full,-3.33806300163,-3.50413966179,0.166076660156,divergent
012,050,768,Ga24Y24,H,gemini,no_slip,-3.33806300163,-3.50413966179,0.166076660156,divergent
012,050,768,Ga24Y24,H,gemini,no_forbid,-3.33804774284,-3.33806300163,1.52587890625e-05,exact_match
012,050,768,Ga24Y24,H,gemini,no_termination,-3.50413966179,-3.33806300163,0.166076660156,divergent
012,050,768,Ga24Y24,H,gemini,one_shot,-3.50413966179,-3.30226588249,0.201873779297,divergent
001,002,16,Hf18Sc18Si36,NO,grok,full,-4.34696388245,-4.34696388245,0,outlier_excluded
001,002,16,Hf18Sc18Si36,NO,grok,no_slip,-4.3469619751,-4.34696388245,1.90734863281e-06,exact_match
001,002,16,Hf18Sc18Si36,NO,grok,no_forbid,-4.3469619751,-4.34696388245,1.90734863281e-06,outlier_excluded
001,002,16,Hf18Sc18Si36,NO,grok,no_termination,-4.34696388245,-4.3469619751,1.90734863281e-06,exact_match
001,002,16,Hf18Sc18Si36,NO,grok,one_shot,-4.3469619751,-4.34696388245,1.90734863281e-06,exact_match
002,010,94,Ag18Sr27,[N]=N,grok,full,-3.38451766968,-3.38453292847,1.52587890625e-05,exact_match
002,010,94,Ag18Sr27,[N]=N,grok,no_slip,-3.38451766968,-3.38451004028,7.62939453125e-06,exact_match
002,010,94,Ag18Sr27,[N]=N,grok,no_forbid,-2.73585891724,-3.34560775757,0.609748840332,large_divergent
002,010,94,Ag18Sr27,[N]=N,grok,no_termination,-3.34560775757,-3.38451766968,0.0389099121094,minor
002,010,94,Ag18Sr27,[N]=N,grok,one_shot,-2.73592758179,-2.73588180542,4.57763671879e-05,exact_match
003,012,108,Ru60Ta20,[NH],grok,full,-14.5495405197,-14.5495405197,0,exact_match
003,012,108,Ru60Ta20,[NH],grok,no_slip,-14.5495405197,-14.5057783127,0.0437622070313,minor
003,012,108,Ru60Ta20,[NH],grok,no_forbid,-14.5495405197,-14.5495405197,0,exact_match
003,012,108,Ru60Ta20,[NH],grok,no_termination,-14.5495405197,-14.5495405197,0,exact_match
003,012,108,Ru60Ta20,[NH],grok,one_shot,-13.2748823166,-14.2560224533,0.981140136719,large_divergent
004,016,181,Cu32Se64W16,C(C)O,grok,full,-10.3609848022,-10.3614730835,0.00048828125,exact_match
004,016,181,Cu32Se64W16,C(C)O,grok,no_slip,-9.66370391846,-10.3614730835,0.697769165039,large_divergent
004,016,181,Cu32Se64W16,C(C)O,grok,no_forbid,-9.07741546631,-10.3614730835,1.28405761719,severe
004,016,181,Cu32Se64W16,C(C)O,grok,no_termination,-10.3609848022,-10.3614730835,0.00048828125,exact_match
004,016,181,Cu32Se64W16,C(C)O,grok,one_shot,-9.07741546631,-9.07765960693,0.000244140625,exact_match
005,020,201,Cr36N48,[CH]=O,grok,full,-7.7070941925,-7.7070941925,0,exact_match
005,020,201,Cr36N48,[CH]=O,grok,no_slip,-7.7070941925,-7.68773269653,0.0193614959717,minor
005,020,201,Cr36N48,[CH]=O,grok,no_forbid,-7.7070941925,-7.7070941925,0,exact_match
005,020,201,Cr36N48,[CH]=O,grok,no_termination,-7.7070941925,-7.70703315735,6.103515625e-05,exact_match
005,020,201,Cr36N48,[CH]=O,grok,one_shot,-6.15245437622,-7.7070941925,1.55463981628,severe
006,029,362,In18N18Ti36,O=N,grok,full,-8.87007904053,-7.87998962402,0.990089416504,large_divergent
006,029,362,In18N18Ti36,O=N,grok,no_slip,-8.87007904053,-8.39540863037,0.474670410156,divergent
006,029,362,In18N18Ti36,O=N,grok,no_forbid,-8.39540863037,-7.96742248535,0.42798614502,divergent
006,029,362,In18N18Ti36,O=N,grok,no_termination,-8.87007904053,-8.39540863037,0.474670410156,divergent
006,029,362,In18N18Ti36,O=N,grok,one_shot,-11.3517913818,,,missing
007,032,479,Ni6Sc36Te12,OH,grok,full,-7.11372375488,-7.11375427246,3.0517578125e-05,exact_match
007,032,479,Ni6Sc36Te12,OH,grok,no_slip,-6.63011169434,-7.22801208496,0.597900390625,large_divergent
007,032,479,Ni6Sc36Te12,OH,grok,no_forbid,-7.11375427246,-7.11375427246,0,exact_match
007,032,479,Ni6Sc36Te12,OH,grok,no_termination,-7.22801208496,-7.12419128418,0.103820800781,divergent
007,032,479,Ni6Sc36Te12,OH,grok,one_shot,-6.57665252686,-6.57665252686,0,exact_match
008,035,513,Pd24Zr24,OH,grok,full,-6.24198913574,-6.23320007324,0.0087890625,match
008,035,513,Pd24Zr24,OH,grok,no_slip,-6.23118591309,-6.23118591309,0,exact_match
008,035,513,Pd24Zr24,OH,grok,no_forbid,-6.23109436035,-6.23094177246,0.000152587890625,exact_match
008,035,513,Pd24Zr24,OH,grok,no_termination,-6.2310333252,-6.17632293701,0.0547103881836,moderate
008,035,513,Pd24Zr24,OH,grok,one_shot,-6.04582214355,-6.04582214355,0,exact_match
009,036,530,Co32Y48,[NH],grok,full,-10.2085371017,-10.1181440353,0.0903930664062,moderate
009,036,530,Co32Y48,[NH],grok,no_slip,-10.6433515549,-10.6433515549,0,exact_match
009,036,530,Co32Y48,[NH],grok,no_forbid,-10.6069135666,-10.6433515549,0.0364379882812,minor
009,036,530,Co32Y48,[NH],grok,no_termination,-10.6069135666,-10.6069135666,0,exact_match
009,036,530,Co32Y48,[NH],grok,one_shot,-9.68151092529,-9.95731639862,0.275805473328,divergent
010,041,596,Cr18Pt18,H,grok,full,-4.74319911003,-4.74319911003,0,exact_match
010,041,596,Cr18Pt18,H,grok,no_slip,-4.95904994011,-4.74319911003,0.215850830078,divergent
010,041,596,Cr18Pt18,H,grok,no_forbid,-4.95904994011,-4.95904994011,0,exact_match
010,041,596,Cr18Pt18,H,grok,no_termination,-4.95904994011,-4.74316859245,0.215881347656,divergent
010,041,596,Cr18Pt18,H,grok,one_shot,-4.74316859245,-4.74316859245,0,exact_match
011,048,735,Re27Ti27,[NH2],grok,full,-11.6576480865,-11.6592960358,0.00164794921875,match
011,048,735,Re27Ti27,[NH2],grok,no_slip,-11.6582584381,-11.6547794342,0.00347900390625,match
011,048,735,Re27Ti27,[NH2],grok,no_forbid,-11.6545963287,-11.6547794342,0.00018310546875,exact_match
011,048,735,Re27Ti27,[NH2],grok,no_termination,-11.67461586,-11.6547794342,0.0198364257812,minor
011,048,735,Re27Ti27,[NH2],grok,one_shot,-10.6319007874,-10.6332435608,0.0013427734375,match
012,050,768,Ga24Y24,H,grok,full,-3.50413966179,-3.33806300163,0.166076660156,divergent
012,050,768,Ga24Y24,H,grok,no_slip,-3.50413966179,-3.50413966179,0,exact_match
012,050,768,Ga24Y24,H,grok,no_forbid,-3.50413966179,-3.50413966179,0,exact_match
012,050,768,Ga24Y24,H,grok,no_termination,-3.50413966179,-3.50413966179,0,exact_match
012,050,768,Ga24Y24,H,grok,one_shot,-3.32411646843,-3.33806300163,0.0139465332031,minor
